도로명,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,중앙점_위도,중앙점_경도,터널 여부,교량 여부,서비스 도로 여부,도로 ID,속도 제한,차선 수,일방통행 여부,교차로 여부
자양로,주도로,37.5425244,127.0842191,37.5426191,127.0842585,37.54257175,127.08423880000001,,,,1206937737,,6,,
자양로,주거지 도로,37.54359,127.08468,37.5436153,127.0845598,37.54360265,127.0846199,,,,175320305,,,,
자양로,주도로,37.54359,127.08468,37.5434714,127.0846301,37.543530700000005,127.08465505000001,,,,1206937734,,6,,
,주도로,37.54359,127.08468,37.5442893,127.0849783,37.54393965,127.08482915,,,,1303803455,,,,
자양로32길,주거지 도로,37.5444287,127.0850361,37.5444083,127.0851662,37.5444185,127.08510115,,,,175320459,,,,
자양로,주도로,37.5444287,127.0850361,37.5442893,127.0849783,37.544359,127.0850072,,,,218839804,,6,,
자양로,주도로,37.5444287,127.0850361,37.544553,127.0850798,37.54449085,127.08505794999999,,,,218839804,,6,,
자양로,주도로,37.546813,127.0871807,37.5465803,127.0869209,37.54669665,127.0870508,,,,37928434,50,,,
자양로35길,주거지 도로,37.546813,127.0871807,37.5468701,127.087095,37.546841549999996,127.08713785,,,,193242045,,,,
자양로,주도로,37.546813,127.0871807,37.5475093,127.0879981,37.54716115,127.0875894,,,,"[37928434, 1206937725]",50,5,,
자양로39길,주거지 도로,37.5485615,127.0891638,37.5486296,127.0890741,37.54859555,127.08911895,,,,175320396,30,1,,
자양로40길,주거지 도로,37.5485615,127.0891638,37.5484815,127.0892728,37.5485215,127.0892183,,,,175320433,30,1,,
자양로,주도로,37.5485615,127.0891638,37.5484895,127.0890861,37.5485255,127.08912495,,,,1206937723,50,5,,
자양로,주도로,37.5485615,127.0891638,37.5490791,127.089777,37.5488203,127.0894704,,,,"[1206937720, 1206937721]",50,5,,
자양로41길,주거지 도로,37.5495481,127.0902943,37.5496178,127.0901911,37.54958295,127.0902427,,,,175320404,30,,,
자양로42길,주거지 도로,37.5495481,127.0902943,37.5494713,127.0903786,37.5495097,127.09033645,,,,175320428,30,,,
자양로,주도로,37.5495481,127.0902943,37.5490791,127.089777,37.549313600000005,127.09003565,,,,1206937720,50,5,,
자양로,주도로,37.5495481,127.0902943,37.5499081,127.0906948,37.5497281,127.09049454999999,,,,1206937727,50,5,,
천호대로,주도로,37.5500176,127.0908197,37.5498977,127.0909677,37.549957649999996,127.0908937,,,,175320267,,5,True,
자양로,주도로,37.5500176,127.0908197,37.550186,127.0909511,37.55010179999999,127.09088539999999,,,,1149812475,,4,,
자양로,주도로,37.5500176,127.0908197,37.5499081,127.0906948,37.54996285,127.09075725,,,,1206937727,50,5,,
천호대로132길,주거지 도로,37.5506271,127.0902166,37.5505657,127.0901448,37.5505964,127.0901807,,,,175320436,,,,
천호대로,주도로,37.5506271,127.0902166,37.5501733,127.0906147,37.5504002,127.09041565000001,,,,944420331,,5,True,
천호대로127길,주거지 도로,37.5533477,127.0887981,37.5534137,127.0889358,37.553380700000005,127.08886695000001,,,,381407768,,,,
천호대로,주도로,37.5533477,127.0887981,37.553393,127.0887556,37.55337035,127.08877685,,,,944420333,,5,True,
천호대로122길,주거지 도로,37.5536011,127.0882185,37.55348,127.0881393,37.55354055,127.0881789,,,,417136975,,,,
천호대로,주도로,37.5536011,127.0882185,37.5534728,127.0884141,37.55353695,127.0883163,,,,944420332,,5,True,
천호대로,주도로,37.5556426,127.0830546,37.5551387,127.0843509,37.55539065,127.08370275,,,,175320268,,5,True,
천호대로114길,주거지 도로,37.5556426,127.0830546,37.5555633,127.0830062,37.55560295,127.0830304,,,,175320458,,,,
군자로,3차로,37.557395,127.0786804,37.5573055,127.07862,37.55735025,127.0786502,,,,37399478,,,,
천호대로,주도로,37.557395,127.0786804,37.5570888,127.0794562,37.5572419,127.07906829999999,,,,1149812478,,5,True,
천호대로,주도로,37.5580747,127.0769544,37.5580132,127.0771187,37.55804395,127.07703655,,,,1149812478,,5,True,
면목로,3차로,37.5580747,127.0769544,37.5579482,127.0768805,37.558011449999995,127.07691745,,,,1149812479,,,,
면목로,3차로,37.5580747,127.0769544,37.5582076,127.0770318,37.55814115,127.07699310000001,,,,1149812480,,,,
동일로,주도로,37.563293,127.0760044,37.5637286,127.076252,37.5635108,127.0761282,,,,218790207,,,True,
동일로,주거지 도로,37.563293,127.0760044,37.5632661,127.0760945,37.563279550000004,127.07604945,,,,380764186,,,,
동일로,주도로,37.5673628,127.0782525,37.5679131,127.0785682,37.56763795,127.07841035000001,,,,175357599,,,,
동일로74길,주거지 도로,37.5673628,127.0782525,37.567316,127.0783846,37.567339399999994,127.07831855,,,,380722335,,,,
동일로,주도로,37.5673628,127.0782525,37.5661328,127.0774882,37.5667478,127.07787035000001,,,,1060930647,,,True,
,서비스 도로,37.5518293,127.1096747,37.5519147,127.1095343,37.551872,127.1096045,,,parking_aisle,241755317,,,,
아차산로,주도로,37.5518293,127.1096747,37.5508616,127.1089575,37.55134545,127.1093161,,,,37394464,,,True,
아차산로,주도로,37.5493016,127.1079949,37.5482083,127.1072098,37.54875495,127.10760235000001,,,,516647750,,,,
,서비스 도로,37.5493016,127.1079949,37.5500523,127.107746,37.54967695,127.10787045000001,,,parking_aisle,516647751,,,,
아차산로,주도로,37.5493016,127.1079949,37.5503666,127.1087805,37.5498341,127.1083877,,,,1210106653,,,True,
아차산로,주도로,37.5461477,127.105331,37.5467434,127.1058268,37.54644555,127.10557890000001,,,,516647742,,,,
아차산로,주도로,37.5461477,127.105331,37.5457441,127.1049887,37.5459459,127.10515985,,,,975333464,,,,
,2차로,37.5461477,127.105331,37.5466618,127.1061289,37.54640475,127.10572995000001,,,,37399456,,,True,
동일로26길,주거지 도로,37.5455937,127.0659888,37.545567,127.0660686,37.545580349999994,127.0660287,,,,255631684,,,,
동일로,주도로,37.5455937,127.0659888,37.5456852,127.0660422,37.545639449999996,127.06601549999999,,,,1135326939,,,True,
동일로30길,주거지 도로,37.547704,127.0671768,37.5476803,127.0672799,37.54769215,127.06722835,,,,381409375,,,,
동일로,주도로,37.547704,127.0671768,37.5477488,127.0672018,37.5477264,127.0671893,,,,1135326939,,,True,
동일로,주도로,37.549618,127.0682889,37.5501372,127.0685767,37.5498776,127.0684328,,,,175357595,,3,True,
동일로32길,주거지 도로,37.549618,127.0682889,37.5495818,127.0683853,37.549599900000004,127.06833710000001,,,,381467389,,,,
동일로,주도로,37.553056,127.0702078,37.5531665,127.0702709,37.55311125,127.07023935000001,,,,175357595,,3,True,
동일로42길,주거지 도로,37.553056,127.0702078,37.5530263,127.0702808,37.55304115,127.07024430000001,,,,381467429,,,,
강변북로,간선도로,37.5420651,127.1050696,37.538201,127.1001839,37.54013305,127.10262675,,,,172203038,,,True,
자양번영로,3차로,37.529737,127.0746347,37.530543,127.0748984,37.53014,127.07476654999999,,,,37398869,,,,
자양번영로,3차로,37.529737,127.0746347,37.5296951,127.0746217,37.52971605,127.0746282,,,,37398869,,,,
,,37.529737,127.0746347,37.5292762,127.0759892,37.5295066,127.07531195,,,,617513164,,,,
,,37.529737,127.0746347,37.5298819,127.0739242,37.52980945,127.07427945,,,,617513164,,,,
자양번영로4길,주거지 도로,37.5316065,127.0752045,37.5314716,127.0759258,37.531539050000006,127.07556514999999,,,,85960678,,,,
자양번영로3길,주거지 도로,37.5316065,127.0752045,37.5317376,127.0744774,37.53167205,127.07484095000001,,,,172058978,,,,
자양번영로,3차로,37.5316065,127.0752045,37.532309,127.0754276,37.531957750000004,127.07531605,,,,516723466,,,,
자양번영로,3차로,37.5316065,127.0752045,37.531107,127.0750607,37.53135675,127.07513259999999,,,,516723466,,,,
자양번영로,3차로,37.532597,127.0755173,37.5331998,127.0756803,37.5328984,127.0755988,,,,516723466,,,,
자양번영로,3차로,37.532597,127.0755173,37.532309,127.0754276,37.532453000000004,127.07547245,,,,516723466,,,,
뚝섬로,2차로,37.53431,127.09109,37.5340117,127.0900966,37.53416085,127.0905933,,,,37398872,,2,,
뚝섬로67길,주거지 도로,37.53431,127.09109,37.5351906,127.0907255,37.5347503,127.09090775,,,,174699477,,,,
뚝섬로,2차로,37.53431,127.09109,37.5344847,127.0917181,37.53439735,127.09140405,,,,37398872,,2,,
뚝섬로,2차로,37.5344847,127.0917181,37.53431,127.09109,37.53439735,127.09140405,,,,37398872,,2,,
구의강변로,3차로,37.5344847,127.0917181,37.5338736,127.0916212,37.53417915,127.09166965,,,,37399363,,,,
뚝섬로,3차로,37.5344847,127.0917181,37.5344291,127.0925043,37.534456899999995,127.0921112,,,,174699441,,,,
구의강변로,2차로,37.5344847,127.0917181,37.53552,127.09211,37.53500235,127.09191405,,,,482173980,,4,,
구의강변로3길,주거지 도로,37.53552,127.09211,37.535693,127.0916754,37.5356065,127.0918927,,,,174699396,,,,
구의강변로,2차로,37.53552,127.09211,37.5367676,127.0928615,37.5361438,127.09248575000001,,,,482173980,,4,,
구의강변로,2차로,37.53552,127.09211,37.5344847,127.0917181,37.53500235,127.09191405,,,,482173980,,4,,
구의강변로5길,주거지 도로,37.537641,127.0934284,37.5377413,127.0933286,37.53769115,127.0933785,,,,175320391,,,,
구의강변로,2차로,37.537641,127.0934284,37.5375657,127.093384,37.53760335,127.0934062,,,,1221350625,,4,,
구의강변로,2차로,37.537641,127.0934284,37.5379226,127.0935921,37.537781800000005,127.09351025,,,,"[1221350625, 1221350622]",,"['4', '5']",,
광나루로54길,주거지 도로,37.5380704,127.0936773,37.5380256,127.0937932,37.538048,127.09373525,,,,175320355,30,2,,
구의강변로,2차로,37.5380704,127.0936773,37.5379226,127.0935921,37.537996500000006,127.0936347,,,,1221350622,,5,,
구의강변로,2차로,37.5380704,127.0936773,37.5389714,127.0939848,37.5385209,127.09383105,,,,"[516725212, 1221350623]",,4,,
아차산로62길,주거지 도로,37.5389714,127.0939848,37.5389872,127.0938848,37.5389793,127.0939348,,,,175320394,,,,
구의강변로,2차로,37.5389714,127.0939848,37.5392579,127.0940609,37.53911465,127.09402285,,,,516725212,,,,
구의강변로,2차로,37.5389714,127.0939848,37.5380704,127.0936773,37.5385209,127.09383105,,,,"[516725212, 1221350623]",,4,,
긴고랑로42길,주거지 도로,37.558874,127.0930525,37.5586685,127.0930614,37.55877125000001,127.09305695,,,,417065476,,,,
긴고랑로,주거지 도로,37.558874,127.0930525,37.5587676,127.0925978,37.55882080000001,127.09282515,,,,516648939,,,,
긴고랑로,주거지 도로,37.558874,127.0930525,37.5591508,127.0940708,37.5590124,127.09356165,,,,516648939,,,,
긴고랑로41길,주거지 도로,37.5587676,127.0925978,37.5591859,127.0926917,37.55897675,127.09264475,,,,380760320,,,,
긴고랑로,주거지 도로,37.5587676,127.0925978,37.558874,127.0930525,37.55882080000001,127.09282515,,,,516648939,,,,
긴고랑로,주거지 도로,37.5587676,127.0925978,37.5586107,127.0916167,37.558689150000006,127.09210725,,,,516648939,,,,
영화사로3길,주거지 도로,37.5586107,127.0916167,37.5582083,127.0915819,37.558409499999996,127.0915993,,,,238270701,,,,
긴고랑로,주거지 도로,37.5586107,127.0916167,37.5593524,127.0917397,37.55898155,127.0916782,,,,380760323,,,,
긴고랑로,주거지 도로,37.5586107,127.0916167,37.5588053,127.0907337,37.558708,127.09117520000001,,,,516648939,,,,
긴고랑로,주거지 도로,37.5586107,127.0916167,37.5587676,127.0925978,37.558689150000006,127.09210725,,,,516648939,,,,
긴고랑로39길,주거지 도로,37.5588053,127.0907337,37.5594308,127.0910574,37.55911805,127.09089555,,,,238271355,,,,
긴고랑로,주거지 도로,37.5588053,127.0907337,37.5586107,127.0916167,37.558708,127.09117520000001,,,,516648939,,,,
긴고랑로,주거지 도로,37.5588053,127.0907337,37.55897,127.09005,37.55888765,127.09039185,,,,516648939,,,,
긴고랑로37길,주거지 도로,37.55897,127.09005,37.5595356,127.09013,37.559252799999996,127.09009,,,,380760324,,,,
긴고랑로38길,주거지 도로,37.55897,127.09005,37.558642,127.0900477,37.558806000000004,127.09004885,,,,381407756,,,,
긴고랑로,주거지 도로,37.55897,127.09005,37.5588036,127.0887816,37.558886799999996,127.08941580000001,,,,516648939,,,,
긴고랑로,주거지 도로,37.55897,127.09005,37.5588053,127.0907337,37.55888765,127.09039185,,,,516648939,,,,
긴고랑로36길,주거지 도로,37.5588036,127.0887816,37.5582277,127.0895702,37.558515650000004,127.0891759,,,,381407755,,,,
긴고랑로,주거지 도로,37.5588036,127.0887816,37.55885,127.08853,37.5588268,127.0886558,,,,516648939,,,,
긴고랑로,주거지 도로,37.5588036,127.0887816,37.55897,127.09005,37.558886799999996,127.08941580000001,,,,516648939,,,,
긴고랑로35길,주거지 도로,37.55885,127.08853,37.5596589,127.0883733,37.55925445,127.08845165,,,,417054211,,,,
긴고랑로,주거지 도로,37.55885,127.08853,37.5588036,127.0887816,37.5588268,127.0886558,,,,516648939,,,,
긴고랑로,주거지 도로,37.55885,127.08853,37.5590664,127.0880258,37.5589582,127.08827790000001,,,,516648939,,,,
긴고랑로,2차로,37.5641996,127.0765167,37.5642375,127.0763978,37.56421855,127.07645725,,,,218790208,,,,
긴고랑로,2차로,37.5641996,127.0765167,37.5641585,127.0766778,37.56417905,127.07659724999999,,,,218790208,,,,
동일로,주도로,37.5641996,127.0765167,37.5643806,127.0766242,37.5642901,127.07657044999999,,,,1060930648,,,True,
광나루로46길,주거지 도로,37.54368,127.09318,37.5436413,127.0931129,37.54366065,127.09314645,,,,175320475,,,,
광나루로,2차로,37.54368,127.09318,37.5435594,127.0933075,37.5436197,127.09324375,,,,516647747,,,True,
광나루로44길,주거지 도로,37.5443758,127.09167,37.5443073,127.0916471,37.54434155,127.09165855,,,,175320502,30,,,
광나루로,2차로,37.5443758,127.09167,37.5439347,127.0927273,37.54415525,127.09219865,,,,516647747,,,True,
광나루로32길,주거지 도로,37.5451288,127.0838085,37.545035,127.083772,37.5450819,127.08379024999999,,,,175320302,,,,
광나루로,2차로,37.5451288,127.0838085,37.5450934,127.0840954,37.5451111,127.08395195,,,,218837482,,,True,
광나루로24길,주거지 도로,37.5463519,127.076223,37.5462317,127.0762344,37.5462918,127.0762287,,,,175320285,,,,
,2차로,37.5463519,127.076223,37.5464088,127.0762569,37.54638035,127.07623995,,,,976906283,,,,
광나루로,2차로,37.5463519,127.076223,37.5462445,127.0764719,37.546298199999995,127.07634745,,,,976906320,,,True,
광나루로22길,주거지 도로,37.5466844,127.0755679,37.5466252,127.0755227,37.5466548,127.07554529999999,,,,175320284,,,,
광나루로,2차로,37.5466844,127.0755679,37.5463519,127.076223,37.54651815,127.07589544999999,,,,976906285,,,True,
광나루로,2차로,37.5476959,127.0723769,37.5476319,127.072633,37.5476639,127.07250495,,,,218870944,,,True,
광나루로18길,주거지 도로,37.5476959,127.0723769,37.5476255,127.0723463,37.5476607,127.0723616,,,,417362129,,,,
광나루로,2차로,37.5481693,127.0688027,37.5481404,127.0690838,37.54815485,127.06894325,,,,218837465,,,True,
광나루로13길,주거지 도로,37.5481693,127.0688027,37.5482642,127.0688205,37.548216749999995,127.0688116,,,,381467398,,,,
구의강변로,주거지 도로,37.5338736,127.0916212,37.5334244,127.0901907,37.533649,127.09090595,,,,129730200,,,,
구의강변로,3차로,37.5338736,127.0916212,37.5344847,127.0917181,37.53417915,127.09166965,,,,37399363,,,,
구의강변로,3차로,37.5338736,127.0916212,37.5326887,127.0917016,37.53328115,127.09166139999999,,,,37399363,,,,
강변역로4길,3차로,37.53441,127.09268,37.5347742,127.0931431,37.5345921,127.09291155,,,,174699391,,,,
강변역로4길,3차로,37.53441,127.09268,37.5340848,127.0925464,37.5342474,127.0926132,,,,174699392,,,,
뚝섬로,3차로,37.53441,127.09268,37.5344291,127.0925043,37.534419549999996,127.09259215,,,,174699441,,,,
강변역로4길,3차로,37.5352672,127.0937,37.5350108,127.0934181,37.535139,127.09355905,,,,1116518764,,,,
강변역로4길,3차로,37.5352672,127.0937,37.5353812,127.0940271,37.535324200000005,127.09386355000001,,,,1206766709,,3,True,
광나루로56길,주거지 도로,37.5369835,127.0957562,37.5368635,127.0956967,37.5369235,127.09572645,,,,87646593,,,,
광나루로56길,주거지 도로,37.5369835,127.0957562,37.536183,127.0945792,37.53658325,127.09516769999999,,,,87646575,,,,
광나루로56길,주거지 도로,37.5369835,127.0957562,37.5381726,127.0971096,37.53757805,127.0964329,,,,87646594,,,,
아차산로70길,주거지 도로,37.54214,127.10174,37.5417661,127.1021792,37.541953050000004,127.1019596,,,,172203055,,2,,
아차산로70길,주거지 도로,37.54214,127.10174,37.5423,127.10164,37.54222,127.10169,,,,516725210,,,,
아차산로70길,주거지 도로,37.54214,127.10174,37.5393668,127.0984694,37.5407534,127.1001047,,,,516725210,,,,
아차산로70길,주거지 도로,37.5423,127.10164,37.5423925,127.1015937,37.542346249999994,127.10161685,,,,516725210,,,,
아차산로70길,주거지 도로,37.5423,127.10164,37.54214,127.10174,37.54222,127.10169,,,,516725210,,,,
아차산로36길,3차로,37.5387157,127.0743583,37.538861,127.074405,37.53878835,127.07438164999999,,,,174699357,,6,,
아차산로36길,3차로,37.5387157,127.0743583,37.5385985,127.074325,37.538657099999995,127.07434165000001,,,,174699357,,6,,
아차산로,2차로,37.5387157,127.0743583,37.5386637,127.0745752,37.5386897,127.07446675,,,,516723471,,3,True,
아차산로44길,주거지 도로,37.5371192,127.0807492,37.5370587,127.0807266,37.53708895,127.0807379,,,,174699365,,,,
아차산로,2차로,37.5371192,127.0807492,37.5370041,127.0812097,37.53706165,127.08097945,,,,516723474,50,3,True,
아차산로,2차로,37.5370234,127.0854908,37.5369022,127.0850093,37.5369628,127.08525005,building_passage,,,516647745,50,1,True,
아차산로,주거지 도로,37.5374595,127.0872237,37.5375189,127.0872084,37.537489199999996,127.08721605,,,,469954388,,,,
아차산로,2차로,37.5374595,127.0872237,37.5373068,127.0866171,37.53738315,127.0869204,building_passage,,,516647745,50,1,True,
아차산로,2차로,37.5374595,127.0872237,37.5373803,127.0870797,37.5374199,127.08715169999999,building_passage,,,1199529125,50,1,True,
광나루로44길,주거지 도로,37.5384,127.09109,37.5384939,127.0910555,37.53844695,127.09107275,,,,175320502,30,,,
아차산로,2차로,37.5384,127.09109,37.5383623,127.0909301,37.538381150000006,127.09101005,,,,482386652,,4,,
아차산로,2차로,37.5384,127.09109,37.53861,127.09158,37.538505,127.09133499999999,,,,482386652,,4,,
아차산로60길,주거지 도로,37.53861,127.09158,37.5385335,127.091651,37.53857175,127.09161549999999,,,,175320425,,,,
아차산로,2차로,37.53861,127.09158,37.538847,127.0919729,37.5387285,127.09177645,,,,482386652,,4,,
아차산로,2차로,37.53861,127.09158,37.5384,127.09109,37.538505,127.09133499999999,,,,482386652,,4,,
아차산로,2차로,37.53934,127.09279,37.539527,127.0930989,37.5394335,127.09294445,,,,1221350593,,5,,
,주거지 도로,37.53934,127.09279,37.5394112,127.0927233,37.5393756,127.09275665,,,,1221350595,,,,
아차산로,2차로,37.53934,127.09279,37.538847,127.0919729,37.5390935,127.09238145,,,,"[1221350593, 482386652]",,"['4', '5']",,
아차산로65길,주거지 도로,37.54039,127.09457,37.540461,127.0945064,37.5404255,127.0945382,,,,175320482,,,,
아차산로,2차로,37.54039,127.09457,37.5408815,127.0953825,37.54063575,127.09497625,,,,516725213,,,,
아차산로,2차로,37.54039,127.09457,37.5403492,127.0945026,37.540369600000005,127.0945363,,,,516725213,,,,
,2차로,37.5411322,127.0957988,37.5411964,127.095933,37.5411643,127.0958659,,,,976906321,,,,
,2차로,37.5411322,127.0957988,37.5410565,127.0956705,37.54109435,127.09573465,,,,976906326,,,,
광나루로,2차로,37.5411322,127.0957988,37.5409355,127.0960167,37.541033850000005,127.09590775000001,,,,976906327,,,True,
구의로,3차로,37.5379465,127.0891318,37.537839,127.089116,37.53789275,127.0891239,,,,37399453,,,,
구의로,3차로,37.5379465,127.0891318,37.5380116,127.0891427,37.53797905,127.08913725,,,,516647756,,,,
아차산로,2차로,37.5379465,127.0891318,37.5378899,127.0889104,37.5379182,127.0890211,,,,1199529130,50,2,True,
구의로4길,주거지 도로,37.54012,127.0896,37.5399717,127.0905943,37.54004585,127.09009715,,,,175320505,,,,
자양로26길,주거지 도로,37.54012,127.0896,37.5403697,127.0888939,37.54024485,127.08924695,,,,417323980,30,,,
구의로,3차로,37.54012,127.0896,37.54152,127.08992,37.54082,127.08976000000001,,,,516647756,,,,
구의로,3차로,37.54012,127.0896,37.5399534,127.0895584,37.5400367,127.0895792,,,,516647756,,,,
,,37.54663,127.10675,37.5467978,127.1063785,37.5467139,127.10656425,,,,86099082,,,True,
구천면로,2차로,37.54663,127.10675,37.5467178,127.1061451,37.5466739,127.10644755000001,,,,975333465,,,,
구천면로,2차로,37.54663,127.10675,37.5465305,127.1074619,37.546580250000005,127.10710595,,,,975333466,,,,
군자로,3차로,37.5545005,127.0754516,37.5551337,127.0766019,37.5548171,127.07602675,,,,37399478,,,,
