열선의_id,찾은_도로의_id,중점_위도,중점_경도,경사각,최근접_시설의_평균거리,시점_위도,시점_경도,종점_위도,종점_경도,길이,열선여부,행정동,주소,도로명_여부,행정구역
27,,37.60127253963195,127.0248694640425,13.634989354150347,186.1511228387248,37.6014275245144,127.024800664049,37.6011175547495,127.024938264036,130,1,돈암동,"성북구 정릉로44길 13-14 (돈암동, 서라벌맨션)",1,성북구
28,,37.60473867864505,127.020982762977,5.210819152598911,88.57261472723118,37.6043940645669,127.019886935241,37.6050832927232,127.022078590713,69,1,길음동,성북구 길음로9길 40,1,성북구
29,,37.60895826596495,127.0465621562485,5.49941120272076,114.6425238663306,37.6078926570484,127.047041124251,37.6100238748815,127.046083188246,66,1,장위동,성북구 장월로5길 19,1,성북구
30,,37.59341971877795,127.02145577129347,13.880914830268178,213.2100258935361,37.5934960255288,127.021000039085,37.5933434120271,127.021911503502,48,1,동선동3가,성북구 동소문로26마길 2-1 (동선동3가),1,성북구
31,,37.61923374515475,127.00230974582,5.367581012802303,387.1542768869748,37.6183795204482,127.00221236385,37.6200879698613,127.00240712779,42,1,정릉동,성북구 보국문로32길 53,1,성북구
32,,37.606398950268456,127.001149379574,5.266272190279748,179.02933742832457,37.6064369242001,127.001435903949,37.6063609763368,127.000862855199,36,1,정릉동,성북구 정릉로12길 44-5,1,성북구
33,,37.5942774613366,127.0018948273605,9.946804760241688,155.1809068862446,37.5940451445596,127.001649787123,37.5945097781136,127.002139867598,260,1,성북동,성북구 성북로14가길 9 (성북동),1,성북구
34,,37.5997971220695,127.0321325548635,2.5965256496068942,48.73172044818186,37.5994941513348,127.033006075009,37.6001000928042,127.031259034718,450,1,종암동,성북구 종암로25길 17,1,성북구
35,,37.6056781123288,126.99873517516347,6.329489769432777,287.0911157589275,37.6050608424459,126.998580090538,37.6062953822117,126.998890259789,250,1,정릉동,성북구 정릉로10길 89 (정릉동),1,성북구
36,,37.59602598919995,127.01455808745352,4.2223863620080495,91.37173852703368,37.5957645358864,127.014441348069,37.5962874425135,127.014674826838,285,1,동소문동7가,성북구 동소문로15길 110 (동소문동7가),1,성북구
37,,37.58441779613485,127.01776111911,2.967818405024469,137.51799933229722,37.5842141229324,127.017486235965,37.5846214693373,127.018036002255,250,1,보문동3가,성북구 지봉로20길 8,1,성북구
38,,37.61006132401975,127.010014837286,5.583198880305091,156.9770005608491,37.6100672997545,127.010201540707,37.610055348285,127.009828133865,50,1,정릉동,성북구 보국문로14길 5-3,1,성북구
39,,37.6006211956184,127.0194145109865,2.326204773623841,181.5721302679682,37.6009913670542,127.020513618361,37.6002510241826,127.018315403612,220,1,정릉동,성북구 정릉로40길 33 (정릉동),1,성북구
40,,37.6032915778484,127.02061356384952,4.302639786481595,157.2431958362453,37.6038920559925,127.020280333911,37.6026910997043,127.020946793788,90,1,길음동,성북구 길음로9길 50,1,성북구
41,,37.5807458588173,127.0180208377345,1.955919203215139,155.11938629358673,37.5841773524262,127.012618582669,37.5773143652084,127.0234230928,130,1,보문동6가,성북구 보문사길 111,1,성북구
42,,37.5811578959038,127.0175667525405,2.292008792784833,225.37919116618792,37.5817874371535,127.017755568694,37.5805283546541,127.017377936387,90,1,보문동6가,성북구 보문사길 112,1,성북구
43,,37.601247960600006,127.014854103992,6.381826273678355,153.82915183850815,37.6008116138803,127.014471992987,37.6016843073197,127.015236214997,430,1,정릉동,성북구 북악산로 813,1,성북구
44,,37.61145744844115,127.014762575919,7.136748612138217,171.32170692753553,37.6104346455106,127.015123837224,37.6124802513717,127.014401314614,300,1,정릉동,성북구 길음로15가길 25,1,성북구
45,,37.59032026957275,127.008063172423,7.6568420501483745,168.8969861115376,37.5906417574629,127.007860645537,37.5899987816826,127.008265699309,170,1,동소문동1가,성북구 동소문로 21-18 (동소문동1가),1,성북구
46,,37.60215862326755,127.0302401255945,0.5449542733146483,147.42415304477052,37.6028249858547,127.029399897773,37.6014922606804,127.031080353416,210,1,종암동,"성북구 종암로21길 127 (종암동, 아이파크 종암동)",1,성북구
47,,37.59973262748195,127.014508589121,4.380648929668787,126.81176154865132,37.5992317582631,127.014210443117,37.6002334967008,127.014806735125,170,1,돈암동,성북구 아리랑로12길 15,1,성북구
48,,37.60683506740505,127.0016682492855,5.793486807536978,167.58160815485948,37.6072566332486,127.002182928649,37.6064135015615,127.001153569922,170,1,정릉동,성북구 정릉로12길 41,1,성북구
49,,37.59585189448135,127.0127452854455,9.967547660731572,116.47428996729408,37.5956408923336,127.011400646113,37.5960628966291,127.014089924778,250,1,돈암동,성북구 성북로4길 52,1,성북구
50,,37.6006507593689,127.0109639003845,1.9113512194493731,175.90557701517508,37.6007978684727,127.010723113293,37.6005036502651,127.011204687476,240,1,정릉동,성북구 아리랑로5길 151-14 (정릉동),1,성북구
51,,37.603828639358696,126.99797594228848,9.012372855886642,564.2902588647341,37.6050729058664,126.997916680597,37.602584372851,126.99803520398,180,1,정릉동,성북구 정릉로 57-99 (정릉동),1,성북구
52,,37.5995766416126,127.0036536966715,12.237079086090436,409.97296650120813,37.5997790641634,127.004626099897,37.5993742190618,127.002681293446,180,1,정릉동,성북구 북악산로1다길 44,1,성북구
53,,37.5997639930184,127.024068305106,1.1655199839734618,39.86641865714388,37.6005352305941,127.025003863043,37.5989927554427,127.023132747169,150,1,돈암동,성북구 동소문로34길 24,1,성북구
