중점_위도,중점_경도,경사각,최근접_시설의_평균거리,행정동,행정동_사고_순위,주소,도로명_여부,열선여부,원본여부
37.5588868,127.0894158,2.48310122351398,63.64194317717725,중곡동,2,중곡동 452-2,0,0,1
37.55888765,127.09039185,1.7943736046917145,61.752665760866236,중곡동,2,중곡동 482-4,0,0,1
37.55851565,127.0891759,1.7775081474026353,69.7087311176114,중곡동,2,중곡동 452-2,0,0,1
37.5588268,127.0886558,0.6904756971265787,104.89062470428735,중곡동,2,중곡동 482-4,0,0,1
37.5588868,127.0894158,2.48310122351398,63.64194317717725,중곡동,2,중곡동 452-2,0,0,1
37.55925445,127.08845165,1.8537565319529992,137.49381538299372,중곡동,2,중곡동 276-14,0,0,1
37.5588268,127.0886558,0.6904756971265787,104.89062470428735,중곡동,2,중곡동 482-4,0,0,1
37.5589582,127.0882779,0.5199557196574661,143.26559739972066,중곡동,2,중곡동 276-14,0,0,1
37.5435121,127.0928886,0.4928177571509303,320.2123167960716,구의동,3,광나루로46길 3 (구의동),1,0,1
37.54405775,127.0915883,0.5974857310830077,218.51046084563842,구의동,3,구의동 203-28,0,0,1
37.54468885,127.08380615,0.1361769004330643,247.02903308185833,구의동,3,광나루로 492-10,1,0,1
37.5458991,127.07637025,0.3784614773077504,382.40187499502133,화양동,4,능동로 120 (화양동),1,0,1
37.54657195,127.0754788,0.1113034511327577,428.95680484733975,화양동,4,광나루로 412-2 (화양동),1,0,1
37.5474592,127.072277,1.5309154884522065,332.7488281742718,화양동,4,광나루로 386 (화양동),1,0,1
37.548216749999995,127.0688116,0.2259001621702748,293.99753547862394,군자동,5,군자동 355-9,0,0,1
37.533649,127.09090595,4.912494796048428,103.50779384514681,구의동,3,구의동 608,0,0,1
37.53417915,127.09166965,0.7928427054534269,76.95549629298361,구의동,3,구의동 607,0,0,1
37.53328115,127.0916614,1.0818962396062786,129.13580362733705,구의동,3,구의동 609-1,0,0,1
37.5348386,127.09319,0.2285707477708576,174.89960252218003,구의동,3,강변역로 56-2 (구의동),1,0,1
37.5336883,127.09257915,0.0343225319744803,145.90721940714656,구의동,3,강변역로 50,1,0,1
37.53444735,127.09219905,0.1011127822911538,103.37608372898603,구의동,3,강변역로 56-2 (구의동),1,0,1
37.5348386,127.09319,0.2285707477708576,174.89960252218003,구의동,3,강변역로 56-2 (구의동),1,0,1
37.5352544,127.09402795,0.2349084402056315,235.51867284776563,구의동,3,강변역로 50 (구의동),1,0,1
37.5369235,127.09572645,0.4396851998939382,261.2905021835219,구의동,3,강변역로 56-2 (구의동),1,0,1
37.5366529,127.0949452,0.8380469672881184,264.15759576230465,구의동,3,광나루로56길 86 (구의동),1,0,1
37.53807775,127.0970113,0.1443943814060719,273.28715180536227,구의동,3,광나루로 646-1 (구의동),1,0,1
37.54195305,127.1019596,0.7416132784345023,190.21495508404988,광장동,6,광장동 453-7,0,0,1
37.54222,127.10169,1.1211679313075436,194.54689090549874,광장동,6,광장동 453-7,0,0,1
37.5407534,127.1001047,0.1280776272523039,208.988365859186,광장동,6,광장동 486-1,0,0,1
37.54222,127.10169,1.1211679313075436,194.54689090549874,광장동,6,광장동 453-7,0,0,1
37.5426302,127.10146505,1.1510431087990736,208.5622485688185,광장동,6,광장동 449-6,0,0,1
37.53878835,127.07438165,2.0498442962541428,330.268622366522,자양동,1,자양동 227-9,0,0,1
37.5378683,127.07410985,0.0198538255889541,249.10086144354818,자양동,1,자양동 783-2,0,0,1
37.53688655,127.08047165,0.756418983652789,104.78321106679073,자양동,1,아차산로44길 8,1,0,1
37.5375678,127.08719575,0.5134881287617071,311.2776274382202,구의동,3,구의동 243-67,0,0,1
37.5387965,127.0909443,0.396489850334346,157.18365140151428,구의동,3,구의동 220-41,0,0,1
37.53834085,127.09182995,0.1952967155973412,152.45934349530447,구의동,3,구의동 217-16,0,0,1
37.5395678,127.09257655,0.4146255230033671,186.4251577329359,구의동,3,구의동 219-29,0,0,1
37.54062735,127.0943572,1.495753504237442,238.00381213008012,구의동,3,구의동 200-9,0,0,1
37.53789275,127.0891239,0.3663004834897747,201.19964566149588,구의동,3,아차산로 384-1 (구의동),1,0,1
37.53838055,127.08920465,0.0148988301714359,198.93639336359115,구의동,3,아차산로 384-1 (구의동),1,0,1
37.54004585,127.09009715,0.4355542819063436,202.77471780838536,구의동,3,구의동 209-46,0,0,1
37.54024485,127.08924695,0.5104050810710359,201.76003535190654,구의동,3,구의동 222-9,0,0,1
37.54082,127.08976,0.2743949510408895,217.1499945509275,구의동,3,구의동 223-10,0,0,1
37.5400367,127.0895792,0.0774106454690582,196.33790224049943,구의동,3,구의동 223-10,0,0,1
37.5548171,127.07602675,0.0378178179297859,266.7119707871043,군자동,5,군자동 64-2,0,0,1
37.55441565,127.07528745,0.1810514847519023,206.15860321339952,군자동,5,군자동 64-2,0,0,1
37.55431405,127.0756156,0.6858765761257096,230.83521532301273,군자동,5,군자로 146 (군자동),1,0,1
37.5551492,127.0766246,0.0854287284926125,318.36508613681207,군자동,5,군자동 79-2,0,0,1
37.5548171,127.07602675,0.0378178179297859,266.7119707871043,군자동,5,군자동 64-2,0,0,1
37.55496455,127.07661665,0.6909490137912316,319.70758519542903,군자동,5,군자동 79-2,0,0,1
37.55635885,127.07783575,0.1916096555938116,367.5035649403546,군자동,5,군자동 498,0,0,1
37.5557965,127.07768045,0.5121611300093657,351.26101205616806,군자동,5,군자동 501,0,0,1
37.55597845,127.07723205,0.453235935633364,345.74570532784554,군자동,5,군자동 498,0,0,1
37.55556605,127.07709785,0.1977142314565402,350.83171517519884,군자동,5,군자동 493,0,0,1
37.55635885,127.07783575,0.1916096555938116,367.5035649403546,군자동,5,군자동 498,0,0,1
37.5567666,127.07837705,0.224321037019688,353.27398000995015,군자동,5,군자동 498,0,0,1
37.55695545,127.07789045,0.2843780202005178,350.3549064202862,군자동,5,군자동 498,0,0,1
37.55711115,127.0784504,0.504682571027119,343.6486408068035,군자동,5,군자동 498,0,0,1
37.54491645,127.073519,1.3555528479546084,440.84702143452006,화양동,4,화양동 169-11,0,0,1
37.5555947,127.0781963,0.0740743886803004,349.139578727876,군자동,5,군자동 501,0,0,1
37.5324522,127.0841018,0.3423483792263752,167.9780024786587,자양동,1,자양동 721,0,0,1
37.5317522,127.08177405,0.4076191148511438,174.29379486699492,자양동,1,뚝섬로 649-4 (자양동),1,0,1
37.531788199999994,127.08152935,0.9592935225443256,181.6737363090328,자양동,1,자양동 653-10,0,0,1
37.5321627,127.07978165,0.4911882973389178,260.32962464929915,자양동,1,자양동 729-2,0,0,1
37.5317888,127.0795938,0.4120563200561629,259.37889406139914,자양동,1,자양동 729-1,0,0,1
37.5324872,127.07701415,0.615087107494719,231.97479535515322,자양동,1,자양동 718-2,0,0,1
37.53303615,127.0772658,0.6012659310961126,280.9251133500761,자양동,1,자양동 718-1,0,0,1
37.5340119,127.0714953,0.8174168870292461,164.22720763827414,자양동,1,자양동 553-597,0,0,1
37.5345086,127.0717197,0.1868980116087398,151.77606275067683,자양동,1,자양동 553-500,0,0,1
37.535754350000005,127.0696674,0.1100885568424128,150.56834521617517,자양동,1,자양동 510-9,0,0,1
37.535641299999995,127.06753035,0.0713679758011782,217.48780895606137,자양동,1,뚝섬로 503-2 (자양동),1,0,1
37.5351289,127.067279,0.0352895055759151,213.6350892974602,자양동,1,자양동 553-19,0,0,1
37.5357956,127.06585995,0.4757470352961408,215.16998968483168,자양동,1,자양동 559-2,0,0,1
37.53654175,127.06509445,0.2542976658492802,223.59348072741756,자양동,1,자양동 559-2,0,0,1
37.53713905,127.0621434,1.38522967241503,268.10647176347675,자양동,1,자양동 238-6,0,0,1
37.536646000000005,127.06185685,0.9000043310859267,254.80307260159316,자양동,1,자양동 236-150,0,0,1
37.5507647,127.07115295,0.0056037220247661,107.47379886808781,군자동,5,군자로 86,1,0,1
37.5507202,127.0708158,0.0225956779618144,118.29322370283728,군자동,5,군자동 346-33,0,0,1
37.55016735,127.0710331,0.0455777763772994,128.66824873252534,군자동,5,군자로 76 (군자동),1,0,1
37.55588695,127.07578825,0.2249375504710126,283.8254417060693,군자동,5,군자동 55-1,0,0,1
37.5560292,127.0758587,0.2026925011910784,290.14603556025486,군자동,5,군자동 55-1,0,0,1
37.5561042,127.0754522,0.230384680760196,281.08352916521585,군자동,5,면목로 19-4,1,0,1
37.5564358,127.0760592,0.1665154561201662,317.41423309741214,군자동,5,군자동 55-1,0,0,1
37.5568399,127.0762709,0.1331521885804569,322.65807860429794,군자동,5,군자동 489,0,0,1
37.55681235,127.0759425,0.2185080181408212,317.93329167328557,군자동,5,군자동 489,0,0,1
37.55660445,127.07620645,0.2565900183663415,320.32628515657234,군자동,5,군자동 489,0,0,1
37.56044025,127.07826185,0.1012426553410578,217.36513099902498,중곡동,2,중곡동 664,0,0,1
37.5606684,127.0783871,0.2271154517490139,216.0739100505629,중곡동,2,중곡동 264-1,0,0,1
37.5604833,127.0786978,0.6390142188603528,228.54799305004175,중곡동,2,중곡동 665,0,0,1
37.5614952,127.0788501,0.2767302756849054,234.03297657846292,중곡동,2,중곡동 264-1,0,0,1
37.56227525,127.07927935,0.0966061601454774,259.4852505168184,중곡동,2,중곡동 264-1,0,0,1
37.56199475,127.0787206,0.5436314934761337,241.97439239666556,중곡동,2,중곡동 268-4,0,0,1
37.53460745,127.07610105,2.808578030854194,249.72827819497698,자양동,1,자양동 712,0,0,1
37.5341128,127.07595165,0.2958980320645331,263.4871591510149,자양동,1,자양동 712,0,0,1
37.5343612,127.0763441,1.8812277874127523,275.63575967998406,자양동,1,자양동 712-1,0,0,1
37.5371947,127.07686215,0.944688271209244,197.62423694791636,자양동,1,자양동 794-10,0,0,1
37.5369546,127.07678985,2.6180637876351844,204.2717558990631,자양동,1,자양동 794-10,0,0,1
37.5369351,127.07703555,1.6175954193013038,188.93766371618804,자양동,1,자양동 798-14,0,0,1
37.542908999999995,127.0984821,2.127299779479072,259.52180631679005,광장동,6,아차산로69길 20 (광장동),1,0,1
37.5426302,127.10146505,1.1510431087990731,208.5622485688185,광장동,6,광장동 449-6,0,0,1
37.5426755,127.0942924,0.242960606615198,346.3416263885746,광장동,6,광장동 535-3,0,0,1
37.54253665,127.0940584,0.0925571724216971,331.13934769541186,구의동,3,구의동 205-21,0,0,1
37.5430424,127.0953585,2.0311956531551196,347.977393683019,광장동,6,광나루로 595,1,0,1
37.5425201,127.09689045,2.699914426423412,321.00208265915546,광장동,6,아차산로69길 29,1,0,1
37.54368545,127.09680405,2.4624829955883234,309.1003804970816,광장동,6,광나루로 571 (구의동),1,0,1
37.54391425,127.0979011,2.3260910527707512,240.5815372435523,광장동,6,광장동 414-18,0,0,1
37.54474485,127.09749025,2.883715438251337,242.67483705237078,광장동,6,광장동 414-20,0,0,1
37.54368545,127.09680405,2.462482995588324,309.1003804970816,광장동,6,광나루로 571 (구의동),1,0,1
37.5549658,127.0888023,1.906437921977454,178.13035930157338,중곡동,2,중곡동 470-2,0,0,1
37.5592382,127.0878329,1.2257237227066673,188.13851359031577,중곡동,2,중곡동 276-14,0,0,1
37.56050975,127.08768015,1.9031562007278795,249.25727211106178,중곡동,2,중곡동 276-15,0,0,1
37.56046635,127.0872836,0.9949202561885704,240.72214602686273,중곡동,2,용마산로 75 (중곡동),1,0,1
37.56116415,127.0877325,7.488950294093033,210.8084312733859,중곡동,2,중곡동 150-103,0,0,1
37.56202405,127.0869941,1.9526081362628287,152.41821298730568,중곡동,2,중곡동 150-103,0,0,1
37.5620888,127.08755245,3.4810069690973835,162.72347104351974,중곡동,2,중곡동 150-405,0,0,1
37.562707849999995,127.08743255,4.697385501125245,150.81718100415864,중곡동,2,중곡동 150-405,0,0,1
37.5639081,127.08625695,1.4113106599653549,192.89954365662223,중곡동,2,용마산로21길 19-3 (중곡동),1,0,1
37.56835405,127.08650645,1.3546025334858185,153.26283764906566,중곡동,2,중곡동 316-1,0,0,1
37.5679339,127.0865742,5.365783470783612,136.28077619328812,중곡동,2,중곡동 316-3,0,0,1
37.5352529,127.06036955,0.1103053179043351,348.03786219969516,자양동,1,동일로 16 (자양동),1,0,1
37.5328229,127.06299085,0.1339570509177292,345.40397537450355,자양동,1,자양동 57-2,0,0,1
37.5329142,127.06411135,0.2913804016605536,328.93360158115,자양동,1,자양동 84-18,0,0,1
37.53352225,127.0624843,0.1737950018143557,302.5520742238245,자양동,1,자양동 57-114,0,0,1
37.53314705,127.0619185,0.6304362890123549,356.5596982438789,자양동,1,강변북로 2160 (자양동),1,0,1
37.534134949999995,127.06097885,0.1643938100449764,346.3621780020027,자양동,1,자양강변길 19 (자양동),1,0,1
37.53354085,127.06494425,0.4494452196599191,289.81691911529816,자양동,1,"능동로3다길 13 (자양동, 한강아남아파트)",1,0,1
37.5338198,127.0655859,0.0954379494842935,267.68409507417397,자양동,1,자양동 78-2,0,0,1
37.5338827,127.06535715,0.300950681602967,261.3275127517105,자양동,1,자양동 78-2,0,0,1
37.53936565,127.06269975,0.340124474885568,349.7088120071906,자양동,1,자양동 251-123,0,0,1
37.53009725,127.0868849,0.4748818305502351,170.2944401109547,자양동,1,자양동 752-2,0,0,1
37.535634599999995,127.0833486,0.8213012467371542,253.06243560839198,자양동,1,자양로 89-2 (자양동),1,0,1
37.52929825,127.07993245,0.0238708626972904,230.59105776422228,자양동,1,뚝섬로54길 53 (자양동),1,0,1
37.52968775,127.08011065,0.0028012271949632,219.4850274585704,자양동,1,자양동 750,0,0,1
37.52951,127.08020005,0.4535575034982946,218.5151982419477,자양동,1,자양동 750,0,0,1
37.5295346,127.08269075,0.2194679405799801,133.17526311956217,자양동,1,자양동 751,0,0,1
37.52964625,127.0833785,0.2779126831649592,140.28615793972935,자양동,1,자양동 751,0,0,1
37.5290307,127.08275845,0.2852387796791855,163.14409750540398,자양동,1,자양동 751,0,0,1
37.530529,127.0853653,0.4467838356843696,102.01937224352218,자양동,1,자양로3길 7,1,0,1
37.53002725,127.0851307,0.4323984148419285,97.48133566412977,자양동,1,뚝섬로58길 44,1,0,1
37.5334675,127.0712538,0.0591309885952332,173.61426568039278,자양동,1,자양동 497-2,0,0,1
37.5338396,127.07057795,0.0030991701341617,145.20515297691006,자양동,1,자양동 497-2,0,0,1
37.5278582,127.08017535,0.7347658879845704,287.903528115984,자양동,1,자양동 760,0,0,1
37.528251,127.0808373,0.5399080240802918,232.1020051540548,자양동,1,자양동 757,0,0,1
37.5311728,127.0774389,0.163682425583462,179.5292548549823,자양동,1,자양동 728,0,0,1
37.5312278,127.0771378,0.2152982806324242,168.56819544236083,자양동,1,자양동 728,0,0,1
37.531418599999995,127.07733305,0.7734006773268562,180.67583307679064,자양동,1,자양동 728,0,0,1
37.5309182,127.07718505,0.910863278108391,166.5458587394459,자양동,1,자양동 739,0,0,1
37.5292635,127.07859585,3.474291756817879,261.1877209491382,자양동,1,뚝섬로52길 71,1,0,1
37.52957765,127.07850195,0.0283854237896259,245.23908030570632,자양동,1,자양동 749,0,0,1
37.5290711,127.07826305,0.7739582877537952,265.7193696618244,자양동,1,자양동 749,0,0,1
37.53072735,127.0706685,0.7623451348324751,326.6602862698586,자양동,1,자양동 736,0,0,1
37.5306437,127.07141245,3.749951639125884,263.1038196287181,자양동,1,능동로4길 88 (자양동),1,0,1
37.531297499999994,127.0767568,0.352563119801479,144.71389880895623,자양동,1,자양동 728,0,0,1
37.531399,127.07625955,0.5134316675631543,120.01192999100968,자양동,1,자양동 728,0,0,1
37.5317654,127.0767408,0.6565457209181143,165.09179251137328,자양동,1,자양동 728,0,0,1
37.53081655,127.07644415,0.8133714373006993,119.99071412099529,자양동,1,자양동 739,0,0,1
37.53035685,127.08261315,1.6120032288870163,100.83967749506635,자양동,1,자양동 742,0,0,1
37.53109865,127.082536,0.6960528105306338,114.66571022633771,자양동,1,자양동 731-2,0,0,1
37.5307675,127.08208625,0.5024838768116479,125.29069243963866,자양동,1,자양동 741,0,0,1
37.529773899999995,127.07426855,1.3847360321315914,194.59655412519788,자양동,1,자양번영로 8-2 (자양동),1,0,1
37.53011905,127.07476005,0.2825784942190327,145.86931743026636,자양동,1,자양번영로 8-2 (자양동),1,0,1
37.52942855,127.0745204,0.4286570883180765,209.9670679252813,자양동,1,강변북로 2398 (자양동),1,0,1
37.532420349999995,127.07991165,0.7534912679714648,241.94496175516505,자양동,1,자양로13길 99-1 (자양동),1,0,1
37.5325688,127.08002115,0.6060625491765591,239.66813578954256,자양동,1,자양동 720,0,0,1
37.53261335,127.0796376,0.2921600585283636,276.7613869171351,자양동,1,자양로13다길 3,1,0,1
37.53241115,127.08030365,0.2394176757241143,223.32555988441771,자양동,1,뚝섬로57가길 59 (자양동),1,0,1
37.533157849999995,127.0806671,0.2744016951321795,227.51055155944132,자양동,1,자양동 634-11,0,0,1
37.533561899999995,127.08111305,0.6558847825469122,207.56456251975752,자양동,1,자양로13길 67,1,0,1
37.52984094999999,127.0826612,0.1407811839061298,123.0155819554079,자양동,1,자양동 742,0,0,1
37.530198549999994,127.08318195,0.8325777067627055,103.35815619891018,자양동,1,자양동 742,0,0,1
37.53035685,127.08261315,1.6120032288870163,100.83967749506635,자양동,1,자양동 742,0,0,1
37.530754849999994,127.0738308,0.5178374955471232,157.83060316085056,자양동,1,자양번영로 8-2 (자양동),1,0,1
37.53061945,127.0745339,0.0910465026394201,133.690169974323,자양동,1,자양번영로 8-2 (자양동),1,0,1
37.53121675,127.0743234,0.5883395784964194,133.09703114544826,자양동,1,자양동 727,0,0,1
37.5302743,127.0740424,1.1521285650886384,172.21682299053901,자양동,1,자양번영로 8-2 (자양동),1,0,1
37.5334429,127.066999,0.0476252780326316,283.5704881974908,자양동,1,자양동 64-8,0,0,1
37.533570049999994,127.083187,0.4253413196718109,140.3055398002429,자양동,1,자양로9길 21,1,0,1
37.53323765,127.0825142,0.1308760047241687,157.98231555348974,자양동,1,자양로9길 39,1,0,1
37.5336735,127.0826002,0.8200989030074433,142.4438557335458,자양동,1,자양동 721,0,0,1
37.53330285,127.0828796,0.4764221182777662,142.02847146068106,자양동,1,자양동 721,0,0,1
37.5287403,127.07726825,0.3233347201787074,253.8349852349016,자양동,1,자양동 748,0,0,1
37.5286672,127.0780385,2.1536809150217655,276.07173638045384,자양동,1,자양동 749,0,0,1
37.5308148,127.0729691,0.1844702086953311,198.74892244427934,자양동,1,자양동 737,0,0,1
37.530754849999994,127.0738308,0.5178374955471232,157.83060316085056,자양동,1,자양번영로 8-2 (자양동),1,0,1
37.5311177,127.07359025,0.1571673619621224,160.43862701188243,자양동,1,자양동 727,0,0,1
37.53041485,127.0733909,0.6753232328150055,188.87352298818368,자양동,1,자양번영로 8-2 (자양동),1,0,1
37.5309119,127.07885375,0.2020207995203281,238.2739547050669,자양동,1,자양동 740,0,0,1
37.5308549,127.0792746,4.608606766667267,241.60415753771122,자양동,1,자양동 740,0,0,1
37.531159599999995,127.0792525,1.371909342018092,244.29127320973316,자양동,1,자양동 729-1,0,0,1
37.530620850000005,127.07898145,0.9870905268360995,240.33155431770166,자양동,1,자양동 740,0,0,1
37.5276786,127.08239265,0.5479948587493558,240.53807274078153,자양동,1,자양동 758,0,0,1
37.527914249999995,127.0828628,0.214836515358436,221.70303787489553,자양동,1,자양동 758,0,0,1
37.52942855,127.0745204,0.4286570883180765,209.9670679252813,자양동,1,강변북로 2398 (자양동),1,0,1
37.531913,127.07392315,0.5953542849028491,163.54544778358618,자양동,1,자양동 727,0,0,1
37.53198825,127.07367815,1.1048994372424614,178.18867447625658,자양동,1,자양동 727,0,0,1
37.53168105,127.0737601,0.1065185610463237,159.43350280561583,자양동,1,자양동 727,0,0,1
37.52995705,127.0816777,0.7599800896729427,142.45692091117402,자양동,1,자양동 741,0,0,1
37.53017855,127.08193395,0.0319832447946148,130.24683275972058,자양동,1,자양동 741,0,0,1
37.5315047,127.0794493,1.039945664181718,251.37559330303088,자양동,1,자양동 729-1,0,0,1
37.5314947,127.0791535,0.5761049142699514,250.3313816696487,자양동,1,자양동 729-1,0,0,1
37.531159599999995,127.0792525,1.371909342018092,244.29127320973316,자양동,1,자양동 729-1,0,0,1
37.534991899999994,127.08312055,0.3564264419259033,226.4783658766289,자양동,1,자양동 715,0,0,1
37.53556885,127.0828861,0.0582383229591361,241.55996019969152,자양동,1,자양로 89-2 (자양동),1,0,1
37.5348118,127.0824569,0.1259640257060538,212.1350497218313,자양동,1,자양동 715-2,0,0,1
37.535634599999995,127.0833486,0.8213012467371542,253.06243560839198,자양동,1,자양로 89-2 (자양동),1,0,1
