도로명,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,중앙점_위도,중앙점_경도,터널 여부,교량 여부,서비스 도로 여부,도로 ID,속도 제한,차선 수,일방통행 여부,교차로 여부,시작점_고도,종료점_고도,고도의_차이
긴고랑로,주거지 도로,37.5586107,127.0916167,37.5587676,127.0925978,37.558689150000006,127.09210725,,,,516648939,,,,,29.42763900756836,30.97271728515625,1.5450782775878906
긴고랑로39길,주거지 도로,37.5588053,127.0907337,37.5594308,127.0910574,37.55911805,127.09089555,,,,238271355,,,,,30.03769874572754,36.14779663085938,6.110097885131843
긴고랑로,주거지 도로,37.5588053,127.0907337,37.5586107,127.0916167,37.558708,127.0911752,,,,516648939,,,,,30.03769874572754,29.42763900756836,0.6100597381591797
긴고랑로,주거지 도로,37.5588053,127.0907337,37.55897,127.09005,37.55888765,127.09039185,,,,516648939,,,,,30.03769874572754,28.06231880187988,1.9753799438476598
긴고랑로37길,주거지 도로,37.55897,127.09005,37.5595356,127.09013,37.5592528,127.09009,,,,380760324,,,,,28.06231880187988,33.77869415283203,5.716375350952152
긴고랑로38길,주거지 도로,37.55897,127.09005,37.558642,127.0900477,37.558806,127.09004885,,,,381407756,,,,,28.06231880187988,24.95556449890137,3.1067543029785085
긴고랑로,주거지 도로,37.55897,127.09005,37.5588036,127.0887816,37.5588868,127.0894158,,,,516648939,,,,,28.06231880187988,23.11008262634277,4.952236175537109
긴고랑로,주거지 도로,37.55897,127.09005,37.5588053,127.0907337,37.55888765,127.09039185,,,,516648939,,,,,28.06231880187988,30.03769874572754,1.9753799438476598
긴고랑로36길,주거지 도로,37.5588036,127.0887816,37.5582277,127.0895702,37.55851565,127.0891759,,,,381407755,,,,,23.11008262634277,26.04316329956055,2.9330806732177805
긴고랑로,주거지 도로,37.5588036,127.0887816,37.55885,127.08853,37.5588268,127.0886558,,,,516648939,,,,,23.11008262634277,22.83566474914551,0.2744178771972585
긴고랑로,주거지 도로,37.5588036,127.0887816,37.55897,127.09005,37.5588868,127.0894158,,,,516648939,,,,,23.11008262634277,28.06231880187988,4.952236175537109
긴고랑로35길,주거지 도로,37.55885,127.08853,37.5596589,127.0883733,37.55925445,127.08845165,,,,417054211,,,,,22.83566474914551,25.78092384338379,2.9452590942382777
긴고랑로,주거지 도로,37.55885,127.08853,37.5588036,127.0887816,37.5588268,127.0886558,,,,516648939,,,,,22.83566474914551,23.11008262634277,0.2744178771972585
긴고랑로,주거지 도로,37.55885,127.08853,37.5590664,127.0880258,37.5589582,127.0882779,,,,516648939,,,,,22.83566474914551,22.36930274963379,0.4663619995117223
광나루로46길,주거지 도로,37.54368,127.09318,37.5433442,127.0925972,37.5435121,127.0928886,,,,175320475,,,,,19.8621997833252,20.40854263305664,0.5463428497314418
광나루로44길,주거지 도로,37.5443758,127.09167,37.5437397,127.0915066,37.54405775,127.0915883,,,,175320502,30.0,,,,22.84584808349609,22.09292984008789,0.7529182434081996
"['광나루로32길', '자양로29길']",주거지 도로,37.5451288,127.0838085,37.5442489,127.0838038,37.54468885,127.08380615,,,,"[175320315, 175320302]",,,,,23.60735511779785,23.88694953918457,0.27959442138671875
광나루로24길,주거지 도로,37.5463519,127.076223,37.5454463,127.0765175,37.5458991,127.07637025,,,,175320285,,,,,21.61254501342773,20.92320823669434,0.6893367767333913
광나루로22길,주거지 도로,37.5466844,127.0755679,37.5464595,127.0753897,37.54657195,127.0754788,,,,175320284,,,,,22.27752113342285,22.22013664245605,0.05738449096680043
광나루로18길,주거지 도로,37.5476959,127.0723769,37.5472225,127.0721771,37.5474592,127.072277,,,,417362129,,,,,14.18828105926514,15.67181015014648,1.4835290908813406
광나루로13길,주거지 도로,37.5481693,127.0688027,37.5482642,127.0688205,37.548216749999995,127.0688116,,,,381467398,,,,,13.12685871124268,13.08479595184326,0.04206275939941939
구의강변로,주거지 도로,37.5338736,127.0916212,37.5334244,127.0901907,37.533649,127.09090595,,,,129730200,,,,,18.18302345275879,29.84359931945801,11.660575866699222
구의강변로,3차로,37.5338736,127.0916212,37.5344847,127.0917181,37.53417915,127.09166965,,,,37399363,,,,,18.18302345275879,17.23524284362793,0.9477806091308594
구의강변로,3차로,37.5338736,127.0916212,37.5326887,127.0917016,37.53328115,127.0916614,,,,37399363,,,,,18.18302345275879,20.67511749267578,2.492094039916992
강변역로4길,3차로,37.53441,127.09268,37.5352672,127.0937,37.5348386,127.09319,,,,"[1116518764, 174699391]",,,,,17.38601875305176,16.86296081542969,0.5230579376220703
강변역로4길,3차로,37.53441,127.09268,37.5329666,127.0924783,37.5336883,127.09257915,,,,174699392,,,,,17.38601875305176,17.2879695892334,0.09804916381836293
뚝섬로,3차로,37.53441,127.09268,37.5344847,127.0917181,37.53444735,127.09219905,,,,174699441,,,,,17.38601875305176,17.23524284362793,0.15077590942383168
강변역로4길,3차로,37.5352672,127.0937,37.53441,127.09268,37.5348386,127.09319,,,,"[1116518764, 174699391]",,,,,16.86296081542969,17.38601875305176,0.5230579376220703
강변역로4길,3차로,37.5352672,127.0937,37.5352416,127.0943559,37.5352544,127.09402795,,,,1206766709,,3.0,True,,16.86296081542969,16.59057807922363,0.2723827362060618
광나루로56길,주거지 도로,37.5369835,127.0957562,37.5368635,127.0956967,37.5369235,127.09572645,,,,87646593,,,,,19.38711357116699,19.27708435058594,0.11002922058104758
광나루로56길,주거지 도로,37.5369835,127.0957562,37.5363223,127.0941342,37.5366529,127.0949452,,,,"[516647744, 87646575]",,,,,19.38711357116699,16.71582221984863,2.6712913513183594
광나루로56길,주거지 도로,37.5369835,127.0957562,37.539172,127.0982664,37.53807775,127.0970113,,,,87646594,,,,,19.38711357116699,18.5580997467041,0.8290138244628871
아차산로70길,주거지 도로,37.54214,127.10174,37.5417661,127.1021792,37.54195305,127.1019596,,,,172203055,,2.0,,,17.62729644775391,18.36273765563965,0.7354412078857386
아차산로70길,주거지 도로,37.54214,127.10174,37.5423,127.10164,37.54222,127.10169,,,,516725210,,,,,17.62729644775391,17.23870277404785,0.38859367370605824
아차산로70길,주거지 도로,37.54214,127.10174,37.5393668,127.0984694,37.5407534,127.1001047,,,,516725210,,,,,17.62729644775391,18.57110595703125,0.9438095092773402
아차산로70길,주거지 도로,37.5423,127.10164,37.54214,127.10174,37.54222,127.10169,,,,516725210,,,,,17.23870277404785,17.62729644775391,0.38859367370605824
아차산로70길,주거지 도로,37.5423,127.10164,37.5429604,127.1012901,37.5426302,127.10146505,,,,516725210,,,,,17.23870277404785,15.6362886428833,1.6024141311645508
아차산로36길,3차로,37.5387157,127.0743583,37.538861,127.074405,37.53878835,127.07438165,,,,174699357,,6.0,,,13.08765888214111,13.68441867828369,0.5967597961425799
아차산로36길,3차로,37.5387157,127.0743583,37.5370209,127.0738614,37.5378683,127.07410985,,,,174699357,,6.0,,,13.08765888214111,13.15470409393311,0.06704521179200107
아차산로44길,주거지 도로,37.5371192,127.0807492,37.5366539,127.0801941,37.53688655,127.08047165,,,,174699365,,,,,20.48892021179199,21.47942161560059,0.9905014038086009
아차산로,주거지 도로,37.5374595,127.0872237,37.5376761,127.0871678,37.5375678,127.08719575,,,,469954388,,,,,21.82147979736328,21.60115051269531,0.2203292846679723
광나루로44길,주거지 도로,37.5384,127.09109,37.539193,127.0907986,37.5387965,127.0909443,,,,175320502,30.0,,,,19.46626472473145,20.10184478759766,0.6355800628662109
아차산로60길,주거지 도로,37.53861,127.09158,37.5380717,127.0920799,37.53834085,127.09182995,,,,175320425,,,,,19.18027305603027,18.92689895629883,0.2533740997314382
,주거지 도로,37.53934,127.09279,37.5397956,127.0923631,37.5395678,127.09257655,,,,1221350595,,,,,18.30292892456055,18.75965881347656,0.4567298889160085
아차산로65길,주거지 도로,37.54039,127.09457,37.5408647,127.0941444,37.54062735,127.0943572,,,,175320482,,,,,16.21534538269043,17.90642929077148,1.6910839080810511
구의로,3차로,37.5379465,127.0891318,37.537839,127.089116,37.53789275,127.0891239,,,,37399453,,,,,20.92868423461914,21.00562286376953,0.07693862915039062
구의로,3차로,37.5379465,127.0891318,37.5388146,127.0892775,37.53838055,127.08920465,,,,516647756,,,,,20.92868423461914,20.95400619506836,0.02532196044921875
구의로4길,주거지 도로,37.54012,127.0896,37.5399717,127.0905943,37.54004585,127.09009715,,,,175320505,,,,,20.42025375366211,19.74212074279785,0.6781330108642578
자양로26길,주거지 도로,37.54012,127.0896,37.5403697,127.0888939,37.54024485,127.08924695,,,,417323980,30.0,,,,20.42025375366211,21.02752113342285,0.6072673797607422
구의로,3차로,37.54012,127.0896,37.54152,127.08992,37.54082,127.08976,,,,516647756,,,,,20.42025375366211,21.17793846130371,0.7576847076416016
구의로,3차로,37.54012,127.0896,37.5399534,127.0895584,37.5400367,127.0895792,,,,516647756,,,,,20.42025375366211,20.39473915100098,0.02551460266112926
군자로,3차로,37.5545005,127.0754516,37.5551337,127.0766019,37.5548171,127.07602675,,,,37399478,,,,,16.2256965637207,16.30717849731445,0.08148193359375
군자로,3차로,37.5545005,127.0754516,37.5543308,127.0751233,37.55441565,127.07528745,,,,37399478,,,,,16.2256965637207,16.11652374267578,0.10917282104491832
군자로,주거지 도로,37.5545005,127.0754516,37.5541276,127.0757796,37.55431405,127.0756156,,,,381467556,,,,,16.2256965637207,16.83085441589355,0.6051578521728516
군자로,3차로,37.5551337,127.0766019,37.5551647,127.0766473,37.5551492,127.0766246,,,,37399478,,,,,16.30717849731445,16.29930305480957,0.00787544250487926
군자로,3차로,37.5551337,127.0766019,37.5545005,127.0754516,37.5548171,127.07602675,,,,37399478,,,,,16.30717849731445,16.2256965637207,0.08148193359375
능동로27길,주거지 도로,37.5551337,127.0766019,37.5547954,127.0766314,37.55496455,127.07661665,,,,381467532,,,,,16.30717849731445,16.76213645935059,0.4549579620361399
군자로,3차로,37.5558904,127.0774511,37.5568273,127.0782204,37.55635885,127.07783575,,,,37399478,,,,,15.93941211700439,15.52370452880859,0.415707588195799
능동로31길,주거지 도로,37.5558904,127.0774511,37.5557026,127.0779098,37.5557965,127.07768045,,,,381467565,,,,,15.93941211700439,16.34622192382812,0.40680980682373225
능동로31길,주거지 도로,37.5558904,127.0774511,37.5560665,127.077013,37.55597845,127.07723205,,,,381467571,,,,,15.93941211700439,15.59688568115234,0.342526435852049
군자로,3차로,37.5558904,127.0774511,37.5552417,127.0767446,37.55556605,127.07709785,,,,37399478,,,,,15.93941211700439,16.26873970031738,0.32932758331299006
군자로,3차로,37.5568273,127.0782204,37.5558904,127.0774511,37.55635885,127.07783575,,,,37399478,,,,,15.52370452880859,15.93941211700439,0.415707588195799
능동로35길,주거지 도로,37.5568273,127.0782204,37.5567059,127.0785337,37.5567666,127.07837705,,,,416819990,,,,,15.52370452880859,15.64405632019043,0.12035179138183949
능동로35길,주거지 도로,37.5568273,127.0782204,37.5570836,127.0775605,37.55695545,127.07789045,,,,416819990,,,,,15.52370452880859,15.20219612121582,0.3215084075927699
군자로,3차로,37.5568273,127.0782204,37.557395,127.0786804,37.55711115,127.0784504,,,,37399478,,,,,15.52370452880859,14.86245155334473,0.6612529754638601
능동로16길,주거지 도로,37.5448913,127.0730313,37.5449416,127.0740067,37.54491645,127.073519,,,,175320319,,,,,21.11980247497559,23.17197799682617,2.052175521850579
능동로31길,주거지 도로,37.5554868,127.0784828,37.5557026,127.0779098,37.5555947,127.0781963,,,,381467565,,,,,16.2739143371582,16.34622192382812,0.07230758666992188
뚝섬로59길,주거지 도로,37.53197,127.08432,37.5329344,127.0838836,37.5324522,127.0841018,,,,174699475,,,,,17.88387107849121,18.56463432312012,0.6807632446289098
뚝섬로,주거지 도로,37.53148,127.08173,37.5320244,127.0818181,37.5317522,127.08177405,,,,174699445,,,,,16.3929557800293,16.82715606689453,0.4342002868652308
뚝섬로,주거지 도로,37.53151,127.08145,37.5320664,127.0816087,37.531788199999994,127.08152935,,,,174699444,,,,,15.73133659362793,16.79346466064453,1.0621280670166016
자양로13길,주거지 도로,37.5319949,127.079697,37.5323305,127.0798663,37.5321627,127.07978165,,,,85960685,,,,,17.04411697387695,17.3886890411377,0.3445720672607493
뚝섬로52길,주거지 도로,37.5319949,127.079697,37.5315827,127.0794906,37.5317888,127.0795938,,,,85960677,30.0,2.0,,,17.04411697387695,17.39879035949707,0.35467338562012074
뚝섬로46길,주거지 도로,37.53277,127.07714,37.5322044,127.0768883,37.5324872,127.07701415,,,,172058992,,,,,17.55086517333984,16.83486557006836,0.7159996032714808
뚝섬로45길,주거지 도로,37.53277,127.07714,37.5333023,127.0773916,37.53303615,127.0772658,,,,174699457,,,,,17.55086517333984,18.21422386169434,0.6633586883544993
뚝섬로36길,주거지 도로,37.5343731,127.0716568,37.5336507,127.0713338,37.5340119,127.0714953,,,,172058990,,,True,,12.89524173736572,14.11122608184814,1.2159843444824183
뚝섬로37길,주거지 도로,37.5343731,127.0716568,37.5346441,127.0717826,37.5345086,127.0717197,,,,174699451,,,,,12.89524173736572,12.99998664855957,0.10474491119384943
뚝섬로33길,주거지 도로,37.53504,127.06933,37.5364687,127.0700048,37.535754350000005,127.0696674,,,,174699448,,,,,13.45331954956055,13.77927017211914,0.3259506225585902
뚝섬로31길,주거지 도로,37.53556,127.06749,37.5357226,127.0675707,37.535641299999995,127.06753035,,,,367553852,,,,,13.52663993835449,13.50243759155273,0.02420234680175959
뚝섬로32길,주거지 도로,37.53556,127.06749,37.5346978,127.067068,37.5351289,127.067279,,,,179743245,,,,,13.52663993835449,13.58998107910156,0.06334114074707031
뚝섬로30길,주거지 도로,37.53605,127.06558,37.5355412,127.0661399,37.5357956,127.06585995,,,,179743243,,,,,14.0072717666626,13.38377857208252,0.6234931945800799
뚝섬로25길,주거지 도로,37.53605,127.06558,37.5370335,127.0646089,37.53654175,127.06509445,,,,417328648,,,,,14.0072717666626,13.39081192016602,0.6164598464965803
뚝섬로21길,주거지 도로,37.53696,127.06206,37.5373181,127.0622268,37.53713905,127.0621434,,,,367553856,,,,,10.81407070159912,11.84053421020508,1.0264635086059606
뚝섬로22길,주거지 도로,37.53696,127.06206,37.536332,127.0616537,37.536646000000005,127.06185685,,,,417365040,,,,,10.81407070159912,12.04700088500977,1.2329301834106499
군자로,3차로,37.550617,127.0711233,37.5509124,127.0711826,37.5507647,127.07115295,,,,175357606,,,,,13.8407621383667,13.84401512145996,0.0032529830932599424
군자로11길,주거지 도로,37.550617,127.0711233,37.5508234,127.0705083,37.5507202,127.0708158,,,,381467396,,,,,13.8407621383667,13.81754398345947,0.02321815490722834
군자로,3차로,37.550617,127.0711233,37.5497177,127.0709429,37.55016735,127.0710331,,,,175357606,,,,,13.8407621383667,13.92132568359375,0.08056354522705078
면목로,3차로,37.5559398,127.0758152,37.5558341,127.0757613,37.55588695,127.07578825,,,,1149812479,,,,,15.3002347946167,15.35000514984131,0.04977035522461115
면목로,3차로,37.5559398,127.0758152,37.5561186,127.0759022,37.5560292,127.0758587,,,,1149812479,,,,,15.3002347946167,15.22484874725342,0.07538604736327947
면목로,주거지 도로,37.5559398,127.0758152,37.5562686,127.0750892,37.5561042,127.0754522,,,,381467519,,,,,15.3002347946167,14.97072887420654,0.3295059204101598
면목로,3차로,37.5566563,127.076169,37.5562153,127.0759494,37.5564358,127.0760592,,,,1149812479,,,,,15.03573322296143,15.18894958496094,0.15321636199950994
면목로,3차로,37.5566563,127.076169,37.5570235,127.0763728,37.5568399,127.0762709,,,,1149812479,,,,,15.03573322296143,14.93206596374512,0.1036672592163086
천호대로104길,주거지 도로,37.5566563,127.076169,37.5569684,127.075716,37.55681235,127.0759425,,,,381467479,,,,,15.03573322296143,14.83343887329102,0.20229434967041016
면목로6길,주거지 도로,37.5566563,127.076169,37.5565526,127.0762439,37.55660445,127.07620645,,,,381467569,,,,,15.03573322296143,15.09541034698486,0.059677124023430395
면목로,3차로,37.56062,127.07836,37.5602605,127.0781637,37.56044025,127.07826185,,,,218790203,,,,,18.11015319824219,18.1871223449707,0.07696914672850852
면목로,3차로,37.56062,127.07836,37.5607168,127.0784142,37.5606684,127.0783871,,,,218790203,,,,,18.11015319824219,18.06347274780273,0.04668045043946023
능동로41길,주거지 도로,37.56062,127.07836,37.5603466,127.0790356,37.5604833,127.0786978,,,,380764198,,,,,18.11015319824219,18.85878753662109,0.7486343383788991
면목로,3차로,37.56187,127.07906,37.5611204,127.0786402,37.5614952,127.0788501,,,,218790203,,,,,17.39418601989746,17.83465385437012,0.4404678344726598
면목로,3차로,37.56187,127.07906,37.5626805,127.0794987,37.56227525,127.07927935,,,,218790203,,,,,17.39418601989746,17.55953979492188,0.16535377502441762
