Unnamed: 0,도로명,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,중앙점_위도,중앙점_경도,시작점_고도,종료점_고도,고도의_차이,경사각,도로_길이,터널 여부,교량 여부,서비스 도로 여부,도로 ID,속도 제한,차선 수,일방통행 여부,교차로 여부,최근접_시설들_거리,최근접_시설의_평균거리
41,동일로32길,주거지 도로,37.549618,127.0682889,37.5494469,127.0687685,37.54953245,127.0685287,11.89680957794189,12.28364562988281,0.3868360519409215,0.4780091752014218,46.3663880515046,,,,381467389,,,,,"93.84304400195322 ,236.6208333485332 ,284.4239307847475 ,373.6249066788418 ,323.5365455479367",262.4098520724025
42,동일로42길,주거지 도로,37.553056,127.0702078,37.5520835,127.07093,37.55256975,127.0705689,16.62256813049316,14.77401161193848,1.8485565185546804,0.8116276425134795,130.487672759764,,,,381467429,,,,,"58.33459510196886 ,146.83037981901813 ,132.07115236916397 ,185.0302453511068 ,211.53677441552568",146.7606294113567
43,자양번영로4길,주거지 도로,37.5316065,127.0752045,37.5314716,127.0759258,37.531539050000006,127.07556515,13.81517314910889,15.13011455535889,1.31494140625,1.1527420390562744,65.34890253375113,,,,85960678,,,,,"46.58815632835115 ,69.88764287239994 ,141.50569290628667 ,121.18284772916427 ,187.59984055496062",113.35283607823253
44,자양번영로3길,주거지 도로,37.5316065,127.0752045,37.5317376,127.0744774,37.53167205,127.07484095,13.81517314910889,14.95196151733398,1.1367883682250906,0.990494160139178,65.75171238888969,,,,172058978,,,,,"55.928006560008065 ,85.59854353756005 ,110.81531655463304 ,168.69236933143728 ,238.3289616906126",131.87263953485018
45,자양번영로,3차로,37.5316065,127.0752045,37.532309,127.0754276,37.53195775,127.07531605,13.81517314910889,14.47717571258545,0.662002563476559,0.4708547540699508,80.55371368004292,,,,516723466,,,,,"80.5860599908191 ,110.28280806964285 ,101.23679595603163 ,189.29681580125495 ,238.8237132130216",144.04523860615402
46,자양번영로,3차로,37.5316065,127.0752045,37.531107,127.0750607,37.53135675,127.0751326,13.81517314910889,13.74664211273193,0.0685310363769602,0.0689216617372108,56.97101835904509,,,,516723466,,,,,"44.12764761463453 ,87.95870020283813 ,90.70739081884928 ,126.97832335164489 ,195.2112306088898",108.99665851937132
47,자양번영로,3차로,37.532597,127.0755173,37.5331998,127.0756803,37.5328984,127.0755988,14.77540969848633,15.15959644317627,0.3841867446899396,0.32109956646978,68.55209680436543,,,,516723466,,,,,"153.50381349797124 ,179.71660579803145 ,217.03926470354185 ,292.6771789967792 ,307.6064252967213",230.108657658609
48,자양번영로,3차로,37.532597,127.0755173,37.532309,127.0754276,37.532453,127.07547245,14.77540969848633,14.47717571258545,0.2982339859008807,0.5180019910930915,32.986520187719606,,,,516723466,,,,,"111.91844264699755 ,138.28572856066384 ,166.44899406146044 ,243.2565618363066 ,282.2107335107862",188.42409212324293
49,뚝섬로67길,주거지 도로,37.53431,127.09109,37.5351906,127.0907255,37.5347503,127.09090775,18.26291847229004,19.55079650878906,1.28787803649902,0.7159654826170446,103.05822980224468,,,,174699477,,,,,"74.46969169327296 ,74.46969170328886 ,100.35626997039341 ,130.48070154687804 ,167.64298352836474",109.48386768843962
50,구의강변로,3차로,37.5344847,127.0917181,37.5338736,127.0916212,37.53417915,127.09166965,17.23524284362793,18.18302345275879,0.9477806091308594,0.7928427054534269,68.48819105533681,,,,37399363,,,,,"21.591589610538566 ,21.591589624120243 ,37.205481613305395 ,82.17086904159858 ,222.21795157535533",76.95549629298361
51,뚝섬로,3차로,37.5344847,127.0917181,37.53441,127.09268,37.53444735,127.09219905,17.23524284362793,17.38601875305176,0.1507759094238316,0.1011127822911538,85.43741056655145,,,,174699441,,,,,"28.198232685761706 ,72.03392580825205 ,72.03392582016811 ,91.81660203758005 ,252.79773229316825",103.37608372898603
52,구의강변로3길,주거지 도로,37.53552,127.09211,37.535693,127.0916754,37.5356065,127.0918927,17.90701103210449,18.44364547729492,0.5366344451904297,0.7170381675231438,42.87816892224722,,,,174699396,,,,,"114.28280464513668 ,158.89679179287842 ,158.8967917942706 ,178.06218613091156 ,179.24256041554844",157.87622695574913
53,구의강변로5길,주거지 도로,37.537641,127.0934284,37.5384199,127.0926533,37.53803045,127.09304085,16.81145858764648,18.5491828918457,1.7377243041992188,0.9023772371314404,110.3264047514355,,,,175320391,,,,,"115.07299138855618 ,156.98731840064954 ,185.4744426560401 ,166.59621818536257 ,235.0627194159432",171.8387380093103
54,광나루로54길,주거지 도로,37.5380704,127.0936773,37.5376689,127.0947171,37.537869650000005,127.0941972,16.51873016357422,18.94391441345215,2.4251842498779297,1.3623757799215934,101.97379869882384,,,,175320355,30.0,2.0,,,"183.04444839915686 ,201.73575109157468 ,185.09387250365015 ,229.42203238662387 ,240.37487858972634",207.93419659414639
55,아차산로62길,주거지 도로,37.5389714,127.0939848,37.5390227,127.09366,37.53899705,127.0938224,16.84341812133789,16.83357429504395,0.0098438262939417,0.0193150727852435,29.200494650383888,,,,175320394,,,,,"72.11741597340853 ,121.84073626957952 ,242.6697592629883 ,209.82248744924084 ,279.9918090180627",185.28844159465598
56,긴고랑로42길,주거지 도로,37.558874,127.0930525,37.5586685,127.0930614,37.55877125000001,127.09305695,32.98133087158203,32.86771774291992,0.1136131286621093,0.284704520723587,22.86405279622628,,,,417065476,,,,,"9.03004721088024 ,117.05719113101145 ,160.5276463264141 ,232.81436029357369 ,253.08539517911177",154.50292802819826
57,긴고랑로,주거지 도로,37.558874,127.0930525,37.5587676,127.0925978,37.55882080000001,127.09282515,32.98133087158203,30.97271728515625,2.0086135864257812,2.751748799463289,41.79036345942687,,,,516648939,,,,,"29.95108470700068 ,95.92729478644779 ,140.05287251593396 ,228.5070924802988 ,225.78863046296453",144.04539499052916
58,긴고랑로,주거지 도로,37.558874,127.0930525,37.5591508,127.0940708,37.5590124,127.09356165,32.98133087158203,37.12801742553711,4.146686553955078,2.3984349810148977,99.00157750201822,,,,516648939,,,,,"44.384863938092174 ,156.1145878027962 ,191.96094691447533 ,229.3326895861916 ,229.3326895861916",170.2251555655494
59,긴고랑로41길,주거지 도로,37.5587676,127.0925978,37.5591859,127.0926917,37.55897675,127.09264475,30.97271728515625,38.78641128540039,7.813694000244141,9.39122197632076,47.243617482995425,,,,380760320,,,,,"50.74063673138642 ,76.17771715185553 ,117.70936528716985 ,238.7681946773531 ,208.86722044593847",138.45262685874067
60,긴고랑로,주거지 도로,37.5587676,127.0925978,37.558874,127.0930525,37.55882080000001,127.09282515,30.97271728515625,32.98133087158203,2.0086135864257812,2.751748799463289,41.79036345942687,,,,516648939,,,,,"29.95108470700068 ,95.92729478644779 ,140.05287251593396 ,228.5070924802988 ,225.78863046296453",144.04539499052916
61,긴고랑로,주거지 도로,37.5587676,127.0925978,37.5586107,127.0916167,37.558689150000006,127.09210725,30.97271728515625,29.42763900756836,1.5450782775878906,0.9965906873922448,88.82035277802396,,,,516648939,,,,,"53.007746488357554 ,103.4716758588513 ,93.20277723632256 ,196.1048058102573 ,165.53417883372438",122.26423684550261
62,영화사로3길,주거지 도로,37.5586107,127.0916167,37.5582083,127.0915819,37.5584095,127.0915993,29.42763900756836,30.58610534667969,1.1584663391113317,1.479611646178955,44.84992842350061,,,,238270701,,,,,"78.22882054584684 ,118.07126733684152 ,134.8813127437586 ,163.23267259389354 ,143.31314736894186",127.54544411785646
63,긴고랑로,주거지 도로,37.5586107,127.0916167,37.5593524,127.0917397,37.55898155,127.0916782,29.42763900756836,38.00132751464844,8.573688507080078,5.884707294219473,83.1830034886946,,,,380760323,,,,,"16.29331016536724 ,57.149272503668904 ,123.68503802356777 ,132.61909210574703 ,154.5160701426389",96.85255658819797
64,긴고랑로,주거지 도로,37.5586107,127.0916167,37.5588053,127.0907337,37.558708,127.0911752,29.42763900756836,30.03769874572754,0.6100597381591797,0.4326628604075085,80.78618953994861,,,,516648939,,,,,"69.52191365905432 ,87.9104328247226 ,86.46256917716217 ,110.9646350407261 ,110.9646350407261",93.16483714847826
65,긴고랑로,주거지 도로,37.5586107,127.0916167,37.5587676,127.0925978,37.558689150000006,127.09210725,29.42763900756836,30.97271728515625,1.5450782775878906,0.9965906873922448,88.82035277802396,,,,516648939,,,,,"53.007746488357554 ,103.4716758588513 ,93.20277723632256 ,196.1048058102573 ,165.53417883372438",122.26423684550261
66,긴고랑로39길,주거지 도로,37.5588053,127.0907337,37.5594308,127.0910574,37.55911805,127.09089555,30.03769874572754,36.14779663085938,6.110097885131843,4.646519643340787,75.17777694177036,,,,238271355,,,,,"55.74376134949277 ,63.020859319233566 ,79.2089826694645 ,89.56950819216513 ,89.56950819216513",75.42252394450422
67,긴고랑로,주거지 도로,37.5588053,127.0907337,37.5586107,127.0916167,37.558708,127.0911752,30.03769874572754,29.42763900756836,0.6100597381591797,0.4326628604075085,80.78618953994861,,,,516648939,,,,,"69.52191365905432 ,87.9104328247226 ,86.46256917716217 ,110.9646350407261 ,110.9646350407261",93.16483714847826
68,긴고랑로,주거지 도로,37.5588053,127.0907337,37.55897,127.09005,37.55888765,127.09039185,30.03769874572754,28.06231880187988,1.97537994384766,1.7943736046917145,63.05483338580848,,,,516648939,,,,,"17.767777140014438 ,40.65733398916051 ,40.65733398916051 ,95.66352724869817 ,114.01735643729758",61.752665760866236
69,긴고랑로37길,주거지 도로,37.55897,127.09005,37.5595356,127.09013,37.5592528,127.09009,28.06231880187988,33.77869415283203,5.716375350952152,5.161292538425324,63.286043388205,,,,380760324,,,,,"30.79197601261231 ,45.52391444388535 ,45.52391444388535 ,109.98280806753344 ,123.08280854048145",70.98108430167959
70,긴고랑로38길,주거지 도로,37.55897,127.09005,37.558642,127.0900477,37.558806,127.09004885,28.06231880187988,24.95556449890137,3.1067543029785085,4.868736981065294,36.47255094745358,,,,381407756,,,,,"12.12703907585092 ,12.12703907585092 ,30.94310841536778 ,66.9178811121161 ,130.64772306686535",50.55255814921021
71,긴고랑로,주거지 도로,37.55897,127.09005,37.5588036,127.0887816,37.5588868,127.0894158,28.06231880187988,23.11008262634277,4.952236175537109,2.48310122351398,114.19774788474322,,,,516648939,,,,,"45.5466651637085 ,45.5466651637085 ,58.08382257185239 ,77.2039015257508 ,91.82866146086603",63.64194317717725
72,긴고랑로,주거지 도로,37.55897,127.09005,37.5588053,127.0907337,37.55888765,127.09039185,28.06231880187988,30.03769874572754,1.97537994384766,1.7943736046917145,63.05483338580848,,,,516648939,,,,,"17.767777140014438 ,40.65733398916051 ,40.65733398916051 ,95.66352724869817 ,114.01735643729758",61.752665760866236
73,긴고랑로36길,주거지 도로,37.5588036,127.0887816,37.5582277,127.0895702,37.55851565,127.0891759,23.11008262634277,26.04316329956055,2.9330806732177805,1.7775081474026353,94.51389919831254,,,,381407755,,,,,"34.589582778550934 ,48.02320102745159 ,77.01037469143627 ,77.01037469143627 ,111.910122399182",69.7087311176114
74,긴고랑로,주거지 도로,37.5588036,127.0887816,37.55885,127.08853,37.5588268,127.0886558,23.11008262634277,22.83566474914551,0.2744178771972585,0.6904756971265787,22.770135289432904,,,,516648939,,,,,"63.27294889159191 ,91.7330242399904 ,112.53487876779066 ,112.53487876779066 ,144.37739285427313",104.89062470428735
75,긴고랑로,주거지 도로,37.5588036,127.0887816,37.55897,127.09005,37.5588868,127.0894158,23.11008262634277,28.06231880187988,4.952236175537109,2.48310122351398,114.19774788474322,,,,516648939,,,,,"45.5466651637085 ,45.5466651637085 ,58.08382257185239 ,77.2039015257508 ,91.82866146086603",63.64194317717725
76,긴고랑로35길,주거지 도로,37.55885,127.08853,37.5596589,127.0883733,37.55925445,127.08845165,22.83566474914551,25.78092384338379,2.9452590942382777,1.8537565319529992,91.00009970150938,,,,417054211,,,,,"113.23415741930921 ,136.26522649858993 ,137.52321031217602 ,137.52321031217602 ,162.92327237271746",137.49381538299372
77,긴고랑로,주거지 도로,37.55885,127.08853,37.5588036,127.0887816,37.5588268,127.0886558,22.83566474914551,23.11008262634277,0.2744178771972585,0.6904756971265787,22.770135289432904,,,,516648939,,,,,"63.27294889159191 ,91.7330242399904 ,112.53487876779066 ,112.53487876779066 ,144.37739285427313",104.89062470428735
78,긴고랑로,주거지 도로,37.55885,127.08853,37.5590664,127.0880258,37.5589582,127.0882779,22.83566474914551,22.36930274963379,0.4663619995117223,0.5199557196574661,51.388685157325554,,,,516648939,,,,,"87.36533204922641 ,127.7255829893487 ,146.15608894583934 ,146.15608894583934 ,208.92489406834952",143.26559739972066
79,광나루로46길,주거지 도로,37.54368,127.09318,37.5433442,127.0925972,37.5435121,127.0928886,19.8621997833252,20.40854263305664,0.5463428497314418,0.4928177571509303,63.517125834117785,,,,175320475,,,,,"105.9765444463325 ,172.92491232581858 ,415.08000598613233 ,436.80111796313133 ,470.2790032589432",320.2123167960716
80,광나루로44길,주거지 도로,37.5443758,127.09167,37.5437397,127.0915066,37.54405775,127.0915883,22.84584808349609,22.09292984008789,0.7529182434081996,0.5974857310830077,72.1983332657981,,,,175320502,30.0,,,,"26.98342250589414 ,43.673120537407954 ,288.35880710236256 ,392.22695622239036 ,341.30999786013706",218.51046084563842
81,"['자양로29길', '광나루로32길']",주거지 도로,37.5451288,127.0838085,37.5442489,127.0838038,37.54468885,127.08380615,23.60735511779785,23.88694953918457,0.2795944213867187,0.1361769004330643,117.63779397039076,,,,"[175320315, 175320302]",,,,,"92.71553837810075 ,258.3246445860044 ,247.03738844034706 ,343.04586409419625 ,294.02172991064333",247.02903308185833
82,광나루로24길,주거지 도로,37.5463519,127.076223,37.5454463,127.0765175,37.5458991,127.07637025,21.61254501342773,20.92320823669434,0.6893367767333913,0.3784614773077504,104.35808111158492,,,,175320285,,,,,"137.64410788874437 ,425.77712885031497 ,387.44080226494856 ,465.545029582744 ,495.6023063883546",382.40187499502133
83,광나루로22길,주거지 도로,37.5466844,127.0755679,37.5464595,127.0753897,37.54657195,127.0754788,22.27752113342285,22.22013664245605,0.0573844909668004,0.1113034511327577,29.539829830629323,,,,175320284,,,,,"38.04781627773379 ,492.42588028743904 ,532.8947191704624 ,489.43035888979284 ,591.9852496112707",428.95680484733975
84,광나루로18길,주거지 도로,37.5476959,127.0723769,37.5472225,127.0721771,37.5474592,127.072277,14.18828105926514,15.67181015014648,1.4835290908813406,1.5309154884522065,55.50909066688487,,,,417362129,,,,,"301.447731161325 ,264.0681561311264 ,309.44268341457257 ,377.22472906924645 ,411.5608410950887",332.7488281742718
