도로명,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,터널 여부,교량 여부,서비스 도로 여부,도로 ID,속도 제한,차선 수,일방통행 여부,교차로 여부,시작점_고도,종료점_고도,고도의_차이
자양로,주도로,37.5444287,127.0850361,37.544553,127.0850798,,,,218839804,,6,,,21.93979835510254,21.91192817687988,0.027870178222659803
자양로,주도로,37.546813,127.0871807,37.5465803,127.0869209,,,,37928434,50.0,,,,23.23833656311035,23.39659690856934,0.15826034545898793
자양로35길,주거지 도로,37.546813,127.0871807,37.5468701,127.087095,,,,193242045,,,,,23.23833656311035,23.44297027587891,0.20463371276855824
자양로,주도로,37.546813,127.0871807,37.5475093,127.0879981,,,,"[37928434, 1206937725]",50.0,5,,,23.23833656311035,23.62503433227539,0.38669776916503906
자양로39길,주거지 도로,37.5485615,127.0891638,37.5486296,127.0890741,,,,175320396,30.0,1,,,24.74227714538574,24.71826362609863,0.024013519287109375
자양로40길,주거지 도로,37.5485615,127.0891638,37.5484815,127.0892728,,,,175320433,30.0,1,,,24.74227714538574,25.22198486328125,0.47970771789551137
자양로,주도로,37.5485615,127.0891638,37.5484895,127.0890861,,,,1206937723,50.0,5,,,24.74227714538574,24.5289249420166,0.21335220336913707
자양로,주도로,37.5485615,127.0891638,37.5490791,127.089777,,,,"[1206937720, 1206937721]",50.0,5,,,24.74227714538574,25.82676696777344,1.0844898223877024
자양로41길,주거지 도로,37.5495481,127.0902943,37.5496178,127.0901911,,,,175320404,30.0,,,,27.33036041259766,27.16450881958008,0.16585159301757812
자양로42길,주거지 도로,37.5495481,127.0902943,37.5494713,127.0903786,,,,175320428,30.0,,,,27.33036041259766,27.8121223449707,0.48176193237303977
자양로,주도로,37.5495481,127.0902943,37.5490791,127.089777,,,,1206937720,50.0,5,,,27.33036041259766,25.82676696777344,1.5035934448242188
자양로,주도로,37.5495481,127.0902943,37.5499081,127.0906948,,,,1206937727,50.0,5,,,27.33036041259766,27.85179710388184,0.5214366912841797
천호대로,주도로,37.5500176,127.0908197,37.5498977,127.0909677,,,,175320267,,5,True,,28.12388038635254,28.7352294921875,0.6113491058349609
자양로,주도로,37.5500176,127.0908197,37.550186,127.0909511,,,,1149812475,,4,,,28.12388038635254,28.41224098205566,0.28836059570312145
자양로,주도로,37.5500176,127.0908197,37.5499081,127.0906948,,,,1206937727,50.0,5,,,28.12388038635254,27.85179710388184,0.2720832824706996
천호대로132길,주거지 도로,37.5506271,127.0902166,37.5505657,127.0901448,,,,175320436,,,,,29.13616180419922,29.17619895935059,0.04003715515137074
천호대로,주도로,37.5506271,127.0902166,37.5501733,127.0906147,,,,944420331,,5,True,,29.13616180419922,28.44393730163574,0.6922245025634801
천호대로127길,주거지 도로,37.5533477,127.0887981,37.5534137,127.0889358,,,,381407768,,,,,33.53630828857422,33.62704467773438,0.09073638916016336
천호대로,주도로,37.5533477,127.0887981,37.553393,127.0887556,,,,944420333,,5,True,,33.53630828857422,33.29473495483398,0.24157333374024148
천호대로122길,주거지 도로,37.5536011,127.0882185,37.55348,127.0881393,,,,417136975,,,,,32.31446838378906,32.27239608764648,0.04207229614258523
천호대로,주도로,37.5536011,127.0882185,37.5534728,127.0884141,,,,944420332,,5,True,,32.31446838378906,33.06740570068359,0.7529373168945241
천호대로,주도로,37.5556426,127.0830546,37.5551387,127.0843509,,,,175320268,,5,True,,18.03408241271973,21.54841423034668,3.5143318176269496
천호대로114길,주거지 도로,37.5556426,127.0830546,37.5555633,127.0830062,,,,175320458,,,,,18.03408241271973,18.11455726623535,0.08047485351562145
군자로,3차로,37.557395,127.0786804,37.5573055,127.07862,,,,37399478,,,,,14.86245155334473,14.86665439605713,0.004202842712400567
천호대로,주도로,37.557395,127.0786804,37.5570888,127.0794562,,,,1149812478,,5,True,,14.86245155334473,14.79995918273926,0.062492370605470526
천호대로,주도로,37.5580747,127.0769544,37.5580132,127.0771187,,,,1149812478,,5,True,,14.46041297912598,14.3670597076416,0.09335327148438033
면목로,3차로,37.5580747,127.0769544,37.5579482,127.0768805,,,,1149812479,,,,,14.46041297912598,14.73758220672607,0.27716922760009055
면목로,3차로,37.5580747,127.0769544,37.5582076,127.0770318,,,,1149812480,,,,,14.46041297912598,14.25701999664307,0.20339298248291016
동일로,주도로,37.563293,127.0760044,37.5637286,127.076252,,,,218790207,,,True,,14.25532150268555,14.06499481201172,0.1903266906738299
동일로,주거지 도로,37.563293,127.0760044,37.5632661,127.0760945,,,,380764186,,,,,14.25532150268555,14.27626037597656,0.020938873291010296
동일로,주도로,37.5673628,127.0782525,37.5679131,127.0785682,,,,175357599,,,,,14.38374519348145,14.35261726379395,0.0311279296875
동일로74길,주거지 도로,37.5673628,127.0782525,37.567316,127.0783846,,,,380722335,,,,,14.38374519348145,15.099928855896,0.716183662414549
동일로,주도로,37.5673628,127.0782525,37.5661328,127.0774882,,,,1060930647,,,True,,14.38374519348145,14.71871662139893,0.3349714279174787
,서비스 도로,37.5518293,127.1096747,37.5519147,127.1095343,,,parking_aisle,241755317,,,,,39.81959533691406,40.74166107177734,0.9220657348632741
아차산로,주도로,37.5518293,127.1096747,37.5508616,127.1089575,,,,37394464,,,True,,39.81959533691406,39.72642517089844,0.093170166015625
아차산로,주도로,37.5493016,127.1079949,37.5482083,127.1072098,,,,516647750,,,,,30.20891189575195,21.92812538146973,8.28078651428222
,서비스 도로,37.5493016,127.1079949,37.5500523,127.107746,,,parking_aisle,516647751,,,,,30.20891189575195,44.14779663085938,13.938884735107433
아차산로,주도로,37.5493016,127.1079949,37.5503666,127.1087805,,,,1210106653,,,True,,30.20891189575195,38.67303085327148,8.464118957519528
아차산로,주도로,37.5461477,127.105331,37.5467434,127.1058268,,,,516647742,,,,,17.72684669494629,17.75009155273438,0.02324485778808949
아차산로,주도로,37.5461477,127.105331,37.5457441,127.1049887,,,,975333464,,,,,17.72684669494629,17.39192771911621,0.3349189758300781
,2차로,37.5461477,127.105331,37.5466618,127.1061289,,,,37399456,,,True,,17.72684669494629,17.57083511352539,0.15601158142089844
동일로26길,주거지 도로,37.5455937,127.0659888,37.545567,127.0660686,,,,255631684,,,,,10.84312534332275,10.96155548095703,0.11843013763427912
동일로,주도로,37.5455937,127.0659888,37.5456852,127.0660422,,,,1135326939,,,True,,10.84312534332275,11.03428554534912,0.19116020202636896
동일로30길,주거지 도로,37.547704,127.0671768,37.5476803,127.0672799,,,,381409375,,,,,11.73221874237061,11.74738121032715,0.015162467956539416
동일로,주도로,37.547704,127.0671768,37.5477488,127.0672018,,,,1135326939,,,True,,11.73221874237061,11.6545524597168,0.07766628265381037
동일로,주도로,37.549618,127.0682889,37.5501372,127.0685767,,,,175357595,,3,True,,11.89680957794189,11.75094223022461,0.14586734771727983
동일로32길,주거지 도로,37.549618,127.0682889,37.5495818,127.0683853,,,,381467389,,,,,11.89680957794189,12.13119697570801,0.2343873977661204
동일로,주도로,37.553056,127.0702078,37.5531665,127.0702709,,,,175357595,,3,True,,16.62256813049316,16.42095565795898,0.2016124725341797
동일로42길,주거지 도로,37.553056,127.0702078,37.5530263,127.0702808,,,,381467429,,,,,16.62256813049316,16.85466384887695,0.23209571838378906
강변북로,간선도로,37.5420651,127.1050696,37.538201,127.1001839,,,,172203038,,,True,,20.2574634552002,15.73101139068604,4.526452064514158
자양번영로,3차로,37.529737,127.0746347,37.530543,127.0748984,,,,37398869,,,,,13.47913074493408,13.6245813369751,0.14545059204101918
자양번영로,3차로,37.529737,127.0746347,37.5296951,127.0746217,,,,37398869,,,,,13.47913074493408,14.10489940643311,0.6257686614990305
,,37.529737,127.0746347,37.5292762,127.0759892,,,,617513164,,,,,13.47913074493408,14.55208587646484,1.07295513153076
,,37.529737,127.0746347,37.5298819,127.0739242,,,,617513164,,,,,13.47913074493408,15.090895652771,1.6117649078369194
자양번영로4길,주거지 도로,37.5316065,127.0752045,37.5314716,127.0759258,,,,85960678,,,,,13.81517314910889,15.13011455535889,1.31494140625
자양번영로3길,주거지 도로,37.5316065,127.0752045,37.5317376,127.0744774,,,,172058978,,,,,13.81517314910889,14.95196151733398,1.1367883682250906
자양번영로,3차로,37.5316065,127.0752045,37.532309,127.0754276,,,,516723466,,,,,13.81517314910889,14.47717571258545,0.662002563476559
자양번영로,3차로,37.5316065,127.0752045,37.531107,127.0750607,,,,516723466,,,,,13.81517314910889,13.74664211273193,0.06853103637696023
자양번영로,3차로,37.532597,127.0755173,37.5331998,127.0756803,,,,516723466,,,,,14.77540969848633,15.15959644317627,0.38418674468993963
자양번영로,3차로,37.532597,127.0755173,37.532309,127.0754276,,,,516723466,,,,,14.77540969848633,14.47717571258545,0.2982339859008807
뚝섬로,2차로,37.53431,127.09109,37.5340117,127.0900966,,,,37398872,,2,,,18.26291847229004,28.15686225891113,9.89394378662109
뚝섬로67길,주거지 도로,37.53431,127.09109,37.5351906,127.0907255,,,,174699477,,,,,18.26291847229004,19.55079650878906,1.2878780364990199
뚝섬로,2차로,37.53431,127.09109,37.5344847,127.0917181,,,,37398872,,2,,,18.26291847229004,17.23524284362793,1.0276756286621094
뚝섬로,2차로,37.5344847,127.0917181,37.53431,127.09109,,,,37398872,,2,,,17.23524284362793,18.26291847229004,1.0276756286621094
구의강변로,3차로,37.5344847,127.0917181,37.5338736,127.0916212,,,,37399363,,,,,17.23524284362793,18.18302345275879,0.9477806091308594
뚝섬로,3차로,37.5344847,127.0917181,37.5344291,127.0925043,,,,174699441,,,,,17.23524284362793,17.42008590698242,0.18484306335448863
구의강변로,2차로,37.5344847,127.0917181,37.53552,127.09211,,,,482173980,,4,,,17.23524284362793,17.90701103210449,0.671768188476559
구의강변로3길,주거지 도로,37.53552,127.09211,37.535693,127.0916754,,,,174699396,,,,,17.90701103210449,18.44364547729492,0.5366344451904297
구의강변로,2차로,37.53552,127.09211,37.5367676,127.0928615,,,,482173980,,4,,,17.90701103210449,17.22988319396973,0.6771278381347585
구의강변로,2차로,37.53552,127.09211,37.5344847,127.0917181,,,,482173980,,4,,,17.90701103210449,17.23524284362793,0.671768188476559
구의강변로5길,주거지 도로,37.537641,127.0934284,37.5377413,127.0933286,,,,175320391,,,,,16.81145858764648,17.21963310241699,0.4081745147705078
구의강변로,2차로,37.537641,127.0934284,37.5375657,127.093384,,,,1221350625,,4,,,16.81145858764648,16.7725772857666,0.03888130187987926
구의강변로,2차로,37.537641,127.0934284,37.5379226,127.0935921,,,,"[1221350625, 1221350622]",,"['4', '5']",,,16.81145858764648,16.14792633056641,0.663532257080071
광나루로54길,주거지 도로,37.5380704,127.0936773,37.5380256,127.0937932,,,,175320355,30.0,2,,,16.51873016357422,16.4757194519043,0.04301071166991832
구의강변로,2차로,37.5380704,127.0936773,37.5379226,127.0935921,,,,1221350622,,5,,,16.51873016357422,16.14792633056641,0.37080383300780895
구의강변로,2차로,37.5380704,127.0936773,37.5389714,127.0939848,,,,"[516725212, 1221350623]",,4,,,16.51873016357422,16.84341812133789,0.3246879577636719
아차산로62길,주거지 도로,37.5389714,127.0939848,37.5389872,127.0938848,,,,175320394,,,,,16.84341812133789,16.77304649353027,0.07037162780762074
구의강변로,2차로,37.5389714,127.0939848,37.5392579,127.0940609,,,,516725212,,,,,16.84341812133789,16.44279861450195,0.40061950683594105
구의강변로,2차로,37.5389714,127.0939848,37.5380704,127.0936773,,,,"[516725212, 1221350623]",,4,,,16.84341812133789,16.51873016357422,0.3246879577636719
긴고랑로42길,주거지 도로,37.558874,127.0930525,37.5586685,127.0930614,,,,417065476,,,,,32.98133087158203,32.86771774291992,0.11361312866210938
긴고랑로,주거지 도로,37.558874,127.0930525,37.5587676,127.0925978,,,,516648939,,,,,32.98133087158203,30.97271728515625,2.0086135864257812
긴고랑로,주거지 도로,37.558874,127.0930525,37.5591508,127.0940708,,,,516648939,,,,,32.98133087158203,37.12801742553711,4.146686553955078
긴고랑로41길,주거지 도로,37.5587676,127.0925978,37.5591859,127.0926917,,,,380760320,,,,,30.97271728515625,38.78641128540039,7.813694000244141
긴고랑로,주거지 도로,37.5587676,127.0925978,37.558874,127.0930525,,,,516648939,,,,,30.97271728515625,32.98133087158203,2.0086135864257812
긴고랑로,주거지 도로,37.5587676,127.0925978,37.5586107,127.0916167,,,,516648939,,,,,30.97271728515625,29.42763900756836,1.5450782775878906
영화사로3길,주거지 도로,37.5586107,127.0916167,37.5582083,127.0915819,,,,238270701,,,,,29.42763900756836,30.58610534667969,1.1584663391113317
긴고랑로,주거지 도로,37.5586107,127.0916167,37.5593524,127.0917397,,,,380760323,,,,,29.42763900756836,38.00132751464844,8.573688507080078
긴고랑로,주거지 도로,37.5586107,127.0916167,37.5588053,127.0907337,,,,516648939,,,,,29.42763900756836,30.03769874572754,0.6100597381591797
긴고랑로,주거지 도로,37.5586107,127.0916167,37.5587676,127.0925978,,,,516648939,,,,,29.42763900756836,30.97271728515625,1.5450782775878906
긴고랑로39길,주거지 도로,37.5588053,127.0907337,37.5594308,127.0910574,,,,238271355,,,,,30.03769874572754,36.14779663085938,6.110097885131843
긴고랑로,주거지 도로,37.5588053,127.0907337,37.5586107,127.0916167,,,,516648939,,,,,30.03769874572754,29.42763900756836,0.6100597381591797
긴고랑로,주거지 도로,37.5588053,127.0907337,37.55897,127.09005,,,,516648939,,,,,30.03769874572754,28.06231880187988,1.9753799438476598
긴고랑로37길,주거지 도로,37.55897,127.09005,37.5595356,127.09013,,,,380760324,,,,,28.06231880187988,33.77869415283203,5.716375350952152
긴고랑로38길,주거지 도로,37.55897,127.09005,37.558642,127.0900477,,,,381407756,,,,,28.06231880187988,24.95556449890137,3.1067543029785085
긴고랑로,주거지 도로,37.55897,127.09005,37.5588036,127.0887816,,,,516648939,,,,,28.06231880187988,23.11008262634277,4.952236175537109
긴고랑로,주거지 도로,37.55897,127.09005,37.5588053,127.0907337,,,,516648939,,,,,28.06231880187988,30.03769874572754,1.9753799438476598
긴고랑로36길,주거지 도로,37.5588036,127.0887816,37.5582277,127.0895702,,,,381407755,,,,,23.11008262634277,26.04316329956055,2.9330806732177805
긴고랑로,주거지 도로,37.5588036,127.0887816,37.55885,127.08853,,,,516648939,,,,,23.11008262634277,22.83566474914551,0.2744178771972585
긴고랑로,주거지 도로,37.5588036,127.0887816,37.55897,127.09005,,,,516648939,,,,,23.11008262634277,28.06231880187988,4.952236175537109
긴고랑로35길,주거지 도로,37.55885,127.08853,37.5596589,127.0883733,,,,417054211,,,,,22.83566474914551,25.78092384338379,2.9452590942382777
긴고랑로,주거지 도로,37.55885,127.08853,37.5588036,127.0887816,,,,516648939,,,,,22.83566474914551,23.11008262634277,0.2744178771972585
긴고랑로,주거지 도로,37.55885,127.08853,37.5590664,127.0880258,,,,516648939,,,,,22.83566474914551,22.36930274963379,0.4663619995117223
긴고랑로,2차로,37.5641996,127.0765167,37.5642375,127.0763978,,,,218790208,,,,,14.24873638153076,14.31457614898682,0.06583976745606002
긴고랑로,2차로,37.5641996,127.0765167,37.5641585,127.0766778,,,,218790208,,,,,14.24873638153076,14.21714687347412,0.031589508056640625
동일로,주도로,37.5641996,127.0765167,37.5643806,127.0766242,,,,1060930648,,,True,,14.24873638153076,14.25092697143555,0.0021905899047904853
광나루로46길,주거지 도로,37.54368,127.09318,37.5436413,127.0931129,,,,175320475,,,,,19.8621997833252,19.91034698486328,0.048147201538082385
광나루로,2차로,37.54368,127.09318,37.5435594,127.0933075,,,,516647747,,,True,,19.8621997833252,19.81940460205078,0.042795181274417615
광나루로44길,주거지 도로,37.5443758,127.09167,37.5443073,127.0916471,,,,175320502,30.0,,,,22.84584808349609,22.78177642822266,0.0640716552734304
광나루로,2차로,37.5443758,127.09167,37.5439347,127.0927273,,,,516647747,,,True,,22.84584808349609,20.56732368469238,2.278524398803711
광나루로32길,주거지 도로,37.5451288,127.0838085,37.545035,127.083772,,,,175320302,,,,,23.60735511779785,23.96233367919922,0.3549785614013672
광나루로,2차로,37.5451288,127.0838085,37.5450934,127.0840954,,,,218837482,,,True,,23.60735511779785,23.33454322814941,0.27281188964844105
광나루로24길,주거지 도로,37.5463519,127.076223,37.5462317,127.0762344,,,,175320285,,,,,21.61254501342773,21.48433303833008,0.12821197509764914
,2차로,37.5463519,127.076223,37.5464088,127.0762569,,,,976906283,,,,,21.61254501342773,21.87129592895508,0.25875091552735086
광나루로,2차로,37.5463519,127.076223,37.5462445,127.0764719,,,,976906320,,,True,,21.61254501342773,21.36486625671387,0.24767875671386008
광나루로22길,주거지 도로,37.5466844,127.0755679,37.5466252,127.0755227,,,,175320284,,,,,22.27752113342285,22.27305030822754,0.0044708251953125
광나루로,2차로,37.5466844,127.0755679,37.5463519,127.076223,,,,976906285,,,True,,22.27752113342285,21.61254501342773,0.6649761199951207
광나루로,2차로,37.5476959,127.0723769,37.5476319,127.072633,,,,218870944,,,True,,14.18828105926514,14.69503784179688,0.5067567825317401
광나루로18길,주거지 도로,37.5476959,127.0723769,37.5476255,127.0723463,,,,417362129,,,,,14.18828105926514,14.3386402130127,0.15035915374756037
광나루로,2차로,37.5481693,127.0688027,37.5481404,127.0690838,,,,218837465,,,True,,13.12685871124268,13.44878959655762,0.3219308853149414
광나루로13길,주거지 도로,37.5481693,127.0688027,37.5482642,127.0688205,,,,381467398,,,,,13.12685871124268,13.08479595184326,0.04206275939941939
구의강변로,주거지 도로,37.5338736,127.0916212,37.5334244,127.0901907,,,,129730200,,,,,18.18302345275879,29.84359931945801,11.660575866699222
구의강변로,3차로,37.5338736,127.0916212,37.5344847,127.0917181,,,,37399363,,,,,18.18302345275879,17.23524284362793,0.9477806091308594
구의강변로,3차로,37.5338736,127.0916212,37.5326887,127.0917016,,,,37399363,,,,,18.18302345275879,20.67511749267578,2.492094039916992
강변역로4길,3차로,37.53441,127.09268,37.5347742,127.0931431,,,,174699391,,,,,17.38601875305176,17.12583541870117,0.26018333435059304
강변역로4길,3차로,37.53441,127.09268,37.5340848,127.0925464,,,,174699392,,,,,17.38601875305176,17.61870956420898,0.23269081115721946
뚝섬로,3차로,37.53441,127.09268,37.5344291,127.0925043,,,,174699441,,,,,17.38601875305176,17.42008590698242,0.03406715393065696
강변역로4길,3차로,37.5352672,127.0937,37.5350108,127.0934181,,,,1116518764,,,,,16.86296081542969,16.97713661193848,0.11417579650878906
강변역로4길,3차로,37.5352672,127.0937,37.5353812,127.0940271,,,,1206766709,,3,True,,16.86296081542969,16.80008506774902,0.06287574768067117
광나루로56길,주거지 도로,37.5369835,127.0957562,37.5368635,127.0956967,,,,87646593,,,,,19.38711357116699,19.27708435058594,0.11002922058104758
광나루로56길,주거지 도로,37.5369835,127.0957562,37.536183,127.0945792,,,,87646575,,,,,19.38711357116699,16.89556121826172,2.49155235290527
